BGC,SS_NoSpace,SppVar,Feasible,Confirmed
ICHmw1,ICHmw1/05,Cw,1,
ICHmw1,ICHmw1/05,Ep,2,
ICHmw1,ICHmw1/05,Fdi,1,
ICHmw1,ICHmw1/05,Hw,1,
ICHmw1,ICHmw1/05,Pli,2,
ICHmw1,ICHmw1/05,Pw,2,
ICHmw1,ICHmw1/05,Sxw,1,
ICHmw1,ICHmw1/06,Act,2,
ICHmw1,ICHmw1/06,At,3,
ICHmw1,ICHmw1/06,Bl,1,
ICHmw1,ICHmw1/06,Cw,1,
ICHmw1,ICHmw1/06,Ep,2,
ICHmw1,ICHmw1/06,Fdi,2,
ICHmw1,ICHmw1/06,Hw,1,
ICHmw1,ICHmw1/06,Lw,3,
ICHmw1,ICHmw1/06,Pli,2,
ICHmw1,ICHmw1/06,Pw,2,
ICHmw1,ICHmw1/06,Sxw,1,
ICHmw1,ICHmw1/07,Act,2,D6
ICHmw1,ICHmw1/07,At,3,D6
ICHmw1,ICHmw1/07,Bl,2,D6
ICHmw1,ICHmw1/07,Cw,1,D6
ICHmw1,ICHmw1/07,Ep,2,D6
ICHmw1,ICHmw1/07,Fdi,2,D6
ICHmw1,ICHmw1/07,Hw,1,D6
ICHmw1,ICHmw1/07,Pli,2,D6
ICHmw1,ICHmw1/07,Sxw,1,D6
ICHmw1,ICHmw1/Ro,X,1,
ICHmw2,ICHmw2/101,Act,3,C4
ICHmw2,ICHmw2/101,At,2,C4
ICHmw2,ICHmw2/101,Bl,3,C4
ICHmw2,ICHmw2/101,Cw,1,C4
ICHmw2,ICHmw2/101,Ep,2,C4
ICHmw2,ICHmw2/101,Fdi,2,C4
ICHmw2,ICHmw2/101,Hw,1,C4
ICHmw2,ICHmw2/101,Lw,2,C4
ICHmw2,ICHmw2/101,Pw,2,C4
ICHmw2,ICHmw2/101,Sxw,3,C4
ICHmw2,ICHmw2/102,At,3,
ICHmw2,ICHmw2/102,Cw,3,
ICHmw2,ICHmw2/102,Ep,3,
ICHmw2,ICHmw2/102,Fdi,1,
ICHmw2,ICHmw2/102,Hw,3,
ICHmw2,ICHmw2/102,Lw,3,
ICHmw2,ICHmw2/102,Pli,1,
ICHmw2,ICHmw2/102,Pyi,4,
ICHmw2,ICHmw2/103,At,2,B2
ICHmw2,ICHmw2/103,Cw,3,B2
ICHmw2,ICHmw2/103,Ep,2,B2
ICHmw2,ICHmw2/103,Fdi,1,B2
ICHmw2,ICHmw2/103,Lw,2,B2
ICHmw2,ICHmw2/103,Pli,2,B2
ICHmw2,ICHmw2/103,Pw,3,B2
ICHmw2,ICHmw2/103,Pyi,4,B2
ICHmw2,ICHmw2/104,At,2,
ICHmw2,ICHmw2/104,Bl,3,
ICHmw2,ICHmw2/104,Cw,1,
ICHmw2,ICHmw2/104,Ep,2,
ICHmw2,ICHmw2/104,Fdi,1,
ICHmw2,ICHmw2/104,Hw,2,
ICHmw2,ICHmw2/104,Lw,2,
ICHmw2,ICHmw2/104,Pli,3,
ICHmw2,ICHmw2/104,Pw,2,
ICHmw2,ICHmw2/104,Pyi,4,
ICHmw2,ICHmw2/104,Sxw,3,
ICHmw2,ICHmw2/110,Act,2,
ICHmw2,ICHmw2/110,At,3,
ICHmw2,ICHmw2/110,Bl,3,
ICHmw2,ICHmw2/110,Cw,1,
ICHmw2,ICHmw2/110,Ep,2,
ICHmw2,ICHmw2/110,Fdi,3,
ICHmw2,ICHmw2/110,Hw,1,
ICHmw2,ICHmw2/110,Lw,3,
ICHmw2,ICHmw2/110,Pw,3,
ICHmw2,ICHmw2/110,Sxw,2,
ICHmw2,ICHmw2/111,Act,2,D6
ICHmw2,ICHmw2/111,At,3,D6
ICHmw2,ICHmw2/111,Bl,3,D6
ICHmw2,ICHmw2/111,Cw,1,D6
ICHmw2,ICHmw2/111,Ep,3,D6
ICHmw2,ICHmw2/111,Fdi,5,D6
ICHmw2,ICHmw2/111,Hw,1,D6
ICHmw2,ICHmw2/111,Lw,5,D6
ICHmw2,ICHmw2/111,Pw,5,D6
ICHmw2,ICHmw2/111,Sxw,2,D6
ICHmw2,ICHmw2/112,Act,2,
ICHmw2,ICHmw2/112,Bl,1,
ICHmw2,ICHmw2/112,Cw,3,
ICHmw2,ICHmw2/112,Hw,2,
ICHmw2,ICHmw2/112,Sxw,1,
ICHmw2,ICHmw2/113,Act,2,
ICHmw2,ICHmw2/113,Bl,3,
ICHmw2,ICHmw2/113,Cw,1,
ICHmw2,ICHmw2/113,Hw,1,
ICHmw2,ICHmw2/113,Sxw,2,
ICHmw2,ICHmw2/114,Act,2,
ICHmw2,ICHmw2/114,Bl,3,
ICHmw2,ICHmw2/114,Cw,1,
ICHmw2,ICHmw2/114,Hw,1,
ICHmw2,ICHmw2/114,Sxw,2,
ICHmw2,ICHmw2/Ro,X,1,
ICHmw3,ICHmw3/01,Act,3,C4
ICHmw3,ICHmw3/01,At,2,C4
ICHmw3,ICHmw3/01,Bl,3,C4
ICHmw3,ICHmw3/01,Cw,2,C4
ICHmw3,ICHmw3/01,Ep,2,C4
ICHmw3,ICHmw3/01,Fdi,1,C4
ICHmw3,ICHmw3/01,Hw,2,C4
ICHmw3,ICHmw3/01,Lw,3,C4
ICHmw3,ICHmw3/01,Pli,2,C4
ICHmw3,ICHmw3/01,Pw,3,C4
ICHmw3,ICHmw3/01,Sxw,2,C4
ICHmw3,ICHmw3/02,Cw,3,
ICHmw3,ICHmw3/02,Ep,3,
ICHmw3,ICHmw3/02,Fdi,1,
ICHmw3,ICHmw3/02,Lw,3,
ICHmw3,ICHmw3/02,Pli,1,
ICHmw3,ICHmw3/02,Pw,3,
ICHmw3,ICHmw3/02,Pyi,3,
ICHmw3,ICHmw3/03,At,2,B2
ICHmw3,ICHmw3/03,Bl,3,B2
ICHmw3,ICHmw3/03,Cw,3,B2
ICHmw3,ICHmw3/03,Ep,2,B2
ICHmw3,ICHmw3/03,Fdi,1,B2
ICHmw3,ICHmw3/03,Hw,3,B2
ICHmw3,ICHmw3/03,Lw,3,B2
ICHmw3,ICHmw3/03,Pli,2,B2
ICHmw3,ICHmw3/03,Pw,3,B2
ICHmw3,ICHmw3/03,Pyi,4,B2
ICHmw3,ICHmw3/03,Sxw,3,B2
ICHmw3,ICHmw3/04,At,3,
ICHmw3,ICHmw3/04,Bl,3,
ICHmw3,ICHmw3/04,Cw,2,
ICHmw3,ICHmw3/04,Ep,3,
ICHmw3,ICHmw3/04,Fdi,1,
ICHmw3,ICHmw3/04,Hw,3,
ICHmw3,ICHmw3/04,Lw,2,
ICHmw3,ICHmw3/04,Pli,1,
ICHmw3,ICHmw3/04,Pw,3,
ICHmw3,ICHmw3/04,Sxw,3,
ICHmw3,ICHmw3/05,Act,3,
ICHmw3,ICHmw3/05,At,2,
ICHmw3,ICHmw3/05,Bl,3,
ICHmw3,ICHmw3/05,Cw,2,
ICHmw3,ICHmw3/05,Ep,2,
ICHmw3,ICHmw3/05,Fdi,1,
ICHmw3,ICHmw3/05,Hw,3,
ICHmw3,ICHmw3/05,Lw,2,
ICHmw3,ICHmw3/05,Pli,2,
ICHmw3,ICHmw3/05,Pw,3,
ICHmw3,ICHmw3/05,Sxw,2,
ICHmw3,ICHmw3/06,Act,2,
ICHmw3,ICHmw3/06,At,2,
ICHmw3,ICHmw3/06,Bl,3,
ICHmw3,ICHmw3/06,Cw,1,
ICHmw3,ICHmw3/06,Ep,2,
ICHmw3,ICHmw3/06,Fdi,2,
ICHmw3,ICHmw3/06,Hw,1,
ICHmw3,ICHmw3/06,Lw,3,
ICHmw3,ICHmw3/06,Pli,2,
ICHmw3,ICHmw3/06,Pw,3,
ICHmw3,ICHmw3/06,Sxw,1,
ICHmw3,ICHmw3/07,Act,2,D6
ICHmw3,ICHmw3/07,At,2,D6
ICHmw3,ICHmw3/07,Bl,3,D6
ICHmw3,ICHmw3/07,Cw,1,D6
ICHmw3,ICHmw3/07,Ep,2,D6
ICHmw3,ICHmw3/07,Fdi,2,D6
ICHmw3,ICHmw3/07,Hw,2,D6
ICHmw3,ICHmw3/07,Lw,3,D6
ICHmw3,ICHmw3/07,Pli,2,D6
ICHmw3,ICHmw3/07,Pw,3,D6
ICHmw3,ICHmw3/07,Sxw,1,D6
ICHmw3,ICHmw3/08,Act,2,
ICHmw3,ICHmw3/08,At,3,
ICHmw3,ICHmw3/08,Bl,3,
ICHmw3,ICHmw3/08,Cw,1,
ICHmw3,ICHmw3/08,Ep,3,
ICHmw3,ICHmw3/08,Hw,2,
ICHmw3,ICHmw3/08,Pli,2,
ICHmw3,ICHmw3/08,Pw,3,
ICHmw3,ICHmw3/08,Sxw,1,
ICHmw3,ICHmw3/09,X,1,WHM
ICHmw4,ICHmw4/101,Act,3,C4
ICHmw4,ICHmw4/101,At,3,C4
ICHmw4,ICHmw4/101,Bg,3,C4
ICHmw4,ICHmw4/101,Bl,2,C4
ICHmw4,ICHmw4/101,Cw,1,C4
ICHmw4,ICHmw4/101,Ep,2,C4
ICHmw4,ICHmw4/101,Fdi,2,C4
ICHmw4,ICHmw4/101,Hw,1,C4
ICHmw4,ICHmw4/101,Lw,2,C4
ICHmw4,ICHmw4/101,Pli,2,C4
ICHmw4,ICHmw4/101,Pw,2,C4
ICHmw4,ICHmw4/101,Sxw,2,C4
ICHmw4,ICHmw4/102,Fdi,1,
ICHmw4,ICHmw4/102,Lw,2,
ICHmw4,ICHmw4/102,Pli,1,
ICHmw4,ICHmw4/102,Pyi,4,
ICHmw4,ICHmw4/103,At,2,B2
ICHmw4,ICHmw4/103,Bl,3,B2
ICHmw4,ICHmw4/103,Cw,3,B2
ICHmw4,ICHmw4/103,Ep,2,B2
ICHmw4,ICHmw4/103,Fdi,1,B2
ICHmw4,ICHmw4/103,Lw,2,B2
ICHmw4,ICHmw4/103,Pli,2,B2
ICHmw4,ICHmw4/103,Pw,3,B2
ICHmw4,ICHmw4/103,Pyi,4,B2
ICHmw4,ICHmw4/104,At,2,
ICHmw4,ICHmw4/104,Bg,3,
ICHmw4,ICHmw4/104,Bl,3,
ICHmw4,ICHmw4/104,Cw,1,
ICHmw4,ICHmw4/104,Ep,2,
ICHmw4,ICHmw4/104,Fdi,1,
ICHmw4,ICHmw4/104,Hw,2,
ICHmw4,ICHmw4/104,Lw,1,
ICHmw4,ICHmw4/104,Pli,2,
ICHmw4,ICHmw4/104,Pw,2,
ICHmw4,ICHmw4/104,Pyi,4,
ICHmw4,ICHmw4/104,Sxw,3,
ICHmw4,ICHmw4/110,Act,2,
ICHmw4,ICHmw4/110,At,3,
ICHmw4,ICHmw4/110,Bg,3,
ICHmw4,ICHmw4/110,Bl,2,
ICHmw4,ICHmw4/110,Cw,1,
ICHmw4,ICHmw4/110,Ep,2,
ICHmw4,ICHmw4/110,Fdi,3,
ICHmw4,ICHmw4/110,Hw,1,
ICHmw4,ICHmw4/110,Lw,3,
ICHmw4,ICHmw4/110,Pw,3,
ICHmw4,ICHmw4/110,Sxw,2,
ICHmw4,ICHmw4/111,Act,3,
ICHmw4,ICHmw4/111,Bl,1,
ICHmw4,ICHmw4/111,Cw,2,
ICHmw4,ICHmw4/111,Hw,2,
ICHmw4,ICHmw4/111,Sxw,1,
ICHmw4,ICHmw4/112,Act,2,D6
ICHmw4,ICHmw4/112,At,3,D6
ICHmw4,ICHmw4/112,Bl,2,D6
ICHmw4,ICHmw4/112,Cw,1,D6
ICHmw4,ICHmw4/112,Ep,3,D6
ICHmw4,ICHmw4/112,Fdi,5,D6
ICHmw4,ICHmw4/112,Hw,1,D6
ICHmw4,ICHmw4/112,Lw,5,D6
ICHmw4,ICHmw4/112,Pw,5,D6
ICHmw4,ICHmw4/112,Sxw,2,D6
ICHmw4,ICHmw4/113,Act,2,
ICHmw4,ICHmw4/113,At,3,
ICHmw4,ICHmw4/113,Bl,1,
ICHmw4,ICHmw4/113,Cw,2,
ICHmw4,ICHmw4/113,Ep,3,
ICHmw4,ICHmw4/113,Hw,2,
ICHmw4,ICHmw4/113,Sxw,1,
ICHmw4,ICHmw4/114,Act,2,
ICHmw4,ICHmw4/114,At,5,
ICHmw4,ICHmw4/114,Bl,2,
ICHmw4,ICHmw4/114,Cw,2,
ICHmw4,ICHmw4/114,Ep,5,
ICHmw4,ICHmw4/114,Hw,2,
ICHmw4,ICHmw4/114,Sxw,1,
ICHmw4,ICHmw4/Ro,X,1,
ICHmw5,ICHmw5/101,Act,3,C4
ICHmw5,ICHmw5/101,At,2,C4
ICHmw5,ICHmw5/101,Bg,4,C4
ICHmw5,ICHmw5/101,Bl,2,C4
ICHmw5,ICHmw5/101,Cw,1,C4
ICHmw5,ICHmw5/101,Ep,2,C4
ICHmw5,ICHmw5/101,Fdi,2,C4
ICHmw5,ICHmw5/101,Hw,1,C4
ICHmw5,ICHmw5/101,Lw,2,C4
ICHmw5,ICHmw5/101,Pli,2,C4
ICHmw5,ICHmw5/101,Pw,2,C4
ICHmw5,ICHmw5/101,Sxw,2,C4
ICHmw5,ICHmw5/102,At,3,
ICHmw5,ICHmw5/102,Cw,3,
ICHmw5,ICHmw5/102,Ep,3,
ICHmw5,ICHmw5/102,Fdi,1,
ICHmw5,ICHmw5/102,Lw,2,
ICHmw5,ICHmw5/102,Pli,2,
ICHmw5,ICHmw5/102,Pyi,3,
ICHmw5,ICHmw5/103,At,2,B2
ICHmw5,ICHmw5/103,Cw,3,B2
ICHmw5,ICHmw5/103,Ep,2,B2
ICHmw5,ICHmw5/103,Fdi,1,B2
ICHmw5,ICHmw5/103,Lw,2,B2
ICHmw5,ICHmw5/103,Pli,2,B2
ICHmw5,ICHmw5/103,Pw,3,B2
ICHmw5,ICHmw5/103,Pyi,3,B2
ICHmw5,ICHmw5/104,At,2,
ICHmw5,ICHmw5/104,Bg,4,
ICHmw5,ICHmw5/104,Bl,2,
ICHmw5,ICHmw5/104,Cw,2,
ICHmw5,ICHmw5/104,Ep,2,
ICHmw5,ICHmw5/104,Fdi,1,
ICHmw5,ICHmw5/104,Hw,3,
ICHmw5,ICHmw5/104,Lw,1,
ICHmw5,ICHmw5/104,Pli,2,
ICHmw5,ICHmw5/104,Pw,2,
ICHmw5,ICHmw5/104,Pyi,3,
ICHmw5,ICHmw5/104,Sxw,2,
ICHmw5,ICHmw5/110,Act,2,
ICHmw5,ICHmw5/110,At,2,
ICHmw5,ICHmw5/110,Bl,2,
ICHmw5,ICHmw5/110,Cw,1,
ICHmw5,ICHmw5/110,Ep,2,
ICHmw5,ICHmw5/110,Fdi,2,
ICHmw5,ICHmw5/110,Hw,1,
ICHmw5,ICHmw5/110,Lw,2,
ICHmw5,ICHmw5/110,Pli,2,
ICHmw5,ICHmw5/110,Pw,3,
ICHmw5,ICHmw5/110,Sxw,2,
ICHmw5,ICHmw5/111,Act,2,D6
ICHmw5,ICHmw5/111,At,3,D6
ICHmw5,ICHmw5/111,Bl,2,D6
ICHmw5,ICHmw5/111,Cw,1,D6
ICHmw5,ICHmw5/111,Ep,3,D6
ICHmw5,ICHmw5/111,Fdi,3,D6
ICHmw5,ICHmw5/111,Hw,1,D6
ICHmw5,ICHmw5/111,Lw,3,D6
ICHmw5,ICHmw5/111,Pw,3,D6
ICHmw5,ICHmw5/111,Sxw,2,D6
ICHmw5,ICHmw5/112,Act,2,
ICHmw5,ICHmw5/112,At,3,
ICHmw5,ICHmw5/112,Bl,2,
ICHmw5,ICHmw5/112,Cw,2,
ICHmw5,ICHmw5/112,Ep,3,
ICHmw5,ICHmw5/112,Hw,2,
ICHmw5,ICHmw5/112,Sxw,1,
ICHmw5,ICHmw5/113,Act,2,
ICHmw5,ICHmw5/113,At,2,
ICHmw5,ICHmw5/113,Bl,2,
ICHmw5,ICHmw5/113,Cw,1,
ICHmw5,ICHmw5/113,Ep,2,
ICHmw5,ICHmw5/113,Hw,2,
ICHmw5,ICHmw5/113,Sxw,2,
ICHmw5,ICHmw5/Ro,X,1,
ICHvc,ICHvc/01,Act,3,C4
ICHvc,ICHvc/01,At,3,C4
ICHvc,ICHvc/01,Bl,1,C4
ICHvc,ICHvc/01,Ep,3,C4
ICHvc,ICHvc/01,Hm,3,C4
ICHvc,ICHvc/01,Hw,2,C4
ICHvc,ICHvc/01,Sxw,2,C4
ICHvc,ICHvc/01.1,Act,3,C4
ICHvc,ICHvc/01.1,At,3,C4
ICHvc,ICHvc/01.1,Bl,1,C4
ICHvc,ICHvc/01.1,Ep,2,C4
ICHvc,ICHvc/01.1,Hm,3,C4
ICHvc,ICHvc/01.1,Hw,1,C4
ICHvc,ICHvc/01.1,Sxw,1,C4
ICHvc,ICHvc/01.2,Act,3,C4
ICHvc,ICHvc/01.2,At,3,C4
ICHvc,ICHvc/01.2,Bl,1,C4
ICHvc,ICHvc/01.2,Ep,3,C4
ICHvc,ICHvc/01.2,Hm,3,C4
ICHvc,ICHvc/01.2,Hw,3,C4
ICHvc,ICHvc/01.2,Sxw,1,C4
ICHvc,ICHvc/02,At,3,B2
ICHvc,ICHvc/02,Bl,1,B2
ICHvc,ICHvc/02,Ep,3,B2
ICHvc,ICHvc/02,Hm,3,B2
ICHvc,ICHvc/02,Hw,1,B2
ICHvc,ICHvc/02,Pli,3,B2
ICHvc,ICHvc/02,Sxw,2,B2
ICHvc,ICHvc/02.1,At,3,B2
ICHvc,ICHvc/02.1,Bl,1,B2
ICHvc,ICHvc/02.1,Ep,3,B2
ICHvc,ICHvc/02.1,Hm,3,B2
ICHvc,ICHvc/02.1,Hw,1,B2
ICHvc,ICHvc/02.1,Pli,3,B2
ICHvc,ICHvc/02.1,Sxw,2,B2
ICHvc,ICHvc/02.2,At,3,B2
ICHvc,ICHvc/02.2,Bl,1,B2
ICHvc,ICHvc/02.2,Ep,3,B2
ICHvc,ICHvc/02.2,Hm,3,B2
ICHvc,ICHvc/02.2,Hw,3,B2
ICHvc,ICHvc/02.2,Pli,3,B2
ICHvc,ICHvc/02.2,Sxw,2,B2
ICHvc,ICHvc/03,Act,3,
ICHvc,ICHvc/03,At,3,
ICHvc,ICHvc/03,Bl,1,
ICHvc,ICHvc/03,Ep,3,
ICHvc,ICHvc/03,Hw,3,
ICHvc,ICHvc/03,Sxw,2,
ICHvc,ICHvc/03a,Act,1,
ICHvc,ICHvc/03a,At,3,
ICHvc,ICHvc/03a,Bl,1,
ICHvc,ICHvc/03a,Ep,3,
ICHvc,ICHvc/03a,Hw,3,
ICHvc,ICHvc/03a,Sxw,1,
ICHvc,ICHvc/03b,Act,3,
ICHvc,ICHvc/03b,At,3,
ICHvc,ICHvc/03b,Bl,1,
ICHvc,ICHvc/03b,Ep,3,
ICHvc,ICHvc/03b,Hw,3,
ICHvc,ICHvc/03b,Sxw,2,
ICHvc,ICHvc/04,Act,3,D6
ICHvc,ICHvc/04,At,3,D6
ICHvc,ICHvc/04,Bl,1,D6
ICHvc,ICHvc/04,Ep,3,D6
ICHvc,ICHvc/04,Sxw,2,D6
ICHvc,ICHvc/05,Act,1,
ICHvc,ICHvc/05,At,3,
ICHvc,ICHvc/05,Bl,1,
ICHvc,ICHvc/05,Sxw,2,
ICHvc,ICHvc/06,Act,3,
ICHvc,ICHvc/06,At,3,
ICHvc,ICHvc/06,Bl,1,
ICHvc,ICHvc/06,Ep,3,
ICHvc,ICHvc/06,Sxw,2,
ICHvc,ICHvc/Ro,X,1,
ICHvk_ID,ICHvk_ID/101,Bg,1,C4
ICHvk_ID,ICHvk_ID/101,Bl,2,C4
ICHvk_ID,ICHvk_ID/101,Cw,2,C4
ICHvk_ID,ICHvk_ID/101,Ep,3,C4
ICHvk_ID,ICHvk_ID/101,Fdi,1,C4
ICHvk_ID,ICHvk_ID/101,Hm,2,C4
ICHvk_ID,ICHvk_ID/101,Hw,2,C4
ICHvk_ID,ICHvk_ID/101,Lw,1,C4
ICHvk_ID,ICHvk_ID/101,Pli,2,C4
ICHvk_ID,ICHvk_ID/101,Pw,2,C4
ICHvk_ID,ICHvk_ID/101,Sxw,2,C4
ICHvk_ID,ICHvk_ID/102,Bg,5,
ICHvk_ID,ICHvk_ID/102,Cw,5,
ICHvk_ID,ICHvk_ID/102,Ep,5,
ICHvk_ID,ICHvk_ID/102,Fdi,1,
ICHvk_ID,ICHvk_ID/102,Hw,5,
ICHvk_ID,ICHvk_ID/102,Lw,2,
ICHvk_ID,ICHvk_ID/102,Pli,3,
ICHvk_ID,ICHvk_ID/102,Pw,5,
ICHvk_ID,ICHvk_ID/102,Pyi,2,
ICHvk_ID,ICHvk_ID/103,Bg,2,B2
ICHvk_ID,ICHvk_ID/103,Ep,3,B2
ICHvk_ID,ICHvk_ID/103,Fdi,1,B2
ICHvk_ID,ICHvk_ID/103,Lw,2,B2
ICHvk_ID,ICHvk_ID/103,Pli,3,B2
ICHvk_ID,ICHvk_ID/103,Pw,3,B2
ICHvk_ID,ICHvk_ID/110,Bg,2,
ICHvk_ID,ICHvk_ID/110,Bl,2,
ICHvk_ID,ICHvk_ID/110,Cw,1,
ICHvk_ID,ICHvk_ID/110,Fdi,2,
ICHvk_ID,ICHvk_ID/110,Hm,2,
ICHvk_ID,ICHvk_ID/110,Hw,2,
ICHvk_ID,ICHvk_ID/110,Pli,5,
ICHvk_ID,ICHvk_ID/110,Pw,1,
ICHvk_ID,ICHvk_ID/110,Sxw,1,
ICHvk_ID,ICHvk_ID/111,Act,5,
ICHvk_ID,ICHvk_ID/111,Bg,2,
ICHvk_ID,ICHvk_ID/111,Bl,2,
ICHvk_ID,ICHvk_ID/111,Cw,1,
ICHvk_ID,ICHvk_ID/111,Hm,2,
ICHvk_ID,ICHvk_ID/111,Hw,2,
ICHvk_ID,ICHvk_ID/111,Sxw,1,
ICHvk_ID,ICHvk_ID/112,Cw,1,
ICHvk_ID,ICHvk_ID/112,Ep,3,
ICHvk_ID,ICHvk_ID/112,Fdi,2,
ICHvk_ID,ICHvk_ID/112,Hm,2,
ICHvk_ID,ICHvk_ID/112,Hw,2,
ICHvk_ID,ICHvk_ID/112,Pw,2,
ICHvk_ID,ICHvk_ID/112,Sxw,1,
ICHvk_ID,ICHvk_ID/113,Act,2,D6
ICHvk_ID,ICHvk_ID/113,Bg,2,D6
ICHvk_ID,ICHvk_ID/113,Bl,3,D6
ICHvk_ID,ICHvk_ID/113,Cw,1,D6
ICHvk_ID,ICHvk_ID/113,Hm,2,D6
ICHvk_ID,ICHvk_ID/113,Hw,2,D6
ICHvk_ID,ICHvk_ID/113,Sxw,1,D6
ICHvk_ID,ICHvk_ID/Ro,X,1,
ICHvk1,ICHvk1/01,Act,3,C4
ICHvk1,ICHvk1/01,At,3,C4
ICHvk1,ICHvk1/01,Bl,2,C4
ICHvk1,ICHvk1/01,Cw,2,C4
ICHvk1,ICHvk1/01,Ep,3,C4
ICHvk1,ICHvk1/01,Fdi,3,C4
ICHvk1,ICHvk1/01,Hw,1,C4
ICHvk1,ICHvk1/01,Pw,3,C4
ICHvk1,ICHvk1/01,Sxw,1,C4
ICHvk1,ICHvk1/02,Act,3,
ICHvk1,ICHvk1/02,At,3,
ICHvk1,ICHvk1/02,Bl,2,
ICHvk1,ICHvk1/02,Cw,1,
ICHvk1,ICHvk1/02,Ep,3,
ICHvk1,ICHvk1/02,Fdi,2,
ICHvk1,ICHvk1/02,Hw,1,
ICHvk1,ICHvk1/02,Lw,3,
ICHvk1,ICHvk1/02,Pli,4,
ICHvk1,ICHvk1/02,Pw,3,
ICHvk1,ICHvk1/02,Sxw,2,
ICHvk1,ICHvk1/03,Act,3,B2
ICHvk1,ICHvk1/03,At,3,B2
ICHvk1,ICHvk1/03,Bl,2,B2
ICHvk1,ICHvk1/03,Cw,1,B2
ICHvk1,ICHvk1/03,Ep,3,B2
ICHvk1,ICHvk1/03,Fdi,3,B2
ICHvk1,ICHvk1/03,Hw,1,B2
ICHvk1,ICHvk1/03,Lw,3,B2
ICHvk1,ICHvk1/03,Pli,4,B2
ICHvk1,ICHvk1/03,Pw,3,B2
ICHvk1,ICHvk1/03,Sxw,2,B2
ICHvk1,ICHvk1/04,Act,3,
ICHvk1,ICHvk1/04,At,3,
ICHvk1,ICHvk1/04,Bl,2,
ICHvk1,ICHvk1/04,Cw,1,
ICHvk1,ICHvk1/04,Ep,3,
ICHvk1,ICHvk1/04,Fdi,3,
ICHvk1,ICHvk1/04,Hw,1,
ICHvk1,ICHvk1/04,Lw,3,
ICHvk1,ICHvk1/04,Pw,3,
ICHvk1,ICHvk1/04,Sxw,1,
ICHvk1,ICHvk1/05,Act,2,D6
ICHvk1,ICHvk1/05,At,3,D6
ICHvk1,ICHvk1/05,Bl,2,D6
ICHvk1,ICHvk1/05,Cw,1,D6
ICHvk1,ICHvk1/05,Ep,3,D6
ICHvk1,ICHvk1/05,Hw,2,D6
ICHvk1,ICHvk1/05,Pw,3,D6
ICHvk1,ICHvk1/05,Sxw,1,D6
ICHvk1,ICHvk1/06,Act,3,
ICHvk1,ICHvk1/06,At,3,
ICHvk1,ICHvk1/06,Bl,2,
ICHvk1,ICHvk1/06,Cw,1,
ICHvk1,ICHvk1/06,Ep,3,
ICHvk1,ICHvk1/06,Hw,2,
ICHvk1,ICHvk1/06,Pli,4,
ICHvk1,ICHvk1/06,Pw,3,
ICHvk1,ICHvk1/06,Sxw,1,
ICHvk2,ICHvk2/01,Act,3,C4
ICHvk2,ICHvk2/01,At,3,C4
ICHvk2,ICHvk2/01,Bl,2,C4
ICHvk2,ICHvk2/01,Cw,2,C4
ICHvk2,ICHvk2/01,Ep,3,C4
ICHvk2,ICHvk2/01,Fdi,3,C4
ICHvk2,ICHvk2/01,Hw,1,C4
ICHvk2,ICHvk2/01,Lw,3,C4
ICHvk2,ICHvk2/01,Pli,2,C4
ICHvk2,ICHvk2/01,Pw,4,C4
ICHvk2,ICHvk2/01,Sxw,1,C4
ICHvk2,ICHvk2/02,Cw,3,
ICHvk2,ICHvk2/02,Fdi,2,
ICHvk2,ICHvk2/02,Hw,2,
ICHvk2,ICHvk2/02,Pli,3,
ICHvk2,ICHvk2/02,Sxw,3,
ICHvk2,ICHvk2/03,At,3,B2
ICHvk2,ICHvk2/03,Bl,2,B2
ICHvk2,ICHvk2/03,Cw,3,B2
ICHvk2,ICHvk2/03,Ep,3,B2
ICHvk2,ICHvk2/03,Fdi,2,B2
ICHvk2,ICHvk2/03,Hw,2,B2
ICHvk2,ICHvk2/03,Lw,3,B2
ICHvk2,ICHvk2/03,Pli,2,B2
ICHvk2,ICHvk2/03,Sxw,3,B2
ICHvk2,ICHvk2/04,Act,3,
ICHvk2,ICHvk2/04,At,3,
ICHvk2,ICHvk2/04,Bl,1,
ICHvk2,ICHvk2/04,Cw,2,
ICHvk2,ICHvk2/04,Ep,3,
ICHvk2,ICHvk2/04,Fdi,3,
ICHvk2,ICHvk2/04,Hw,1,
ICHvk2,ICHvk2/04,Lw,3,
ICHvk2,ICHvk2/04,Pli,2,
ICHvk2,ICHvk2/04,Sxw,1,
ICHvk2,ICHvk2/05,Act,1,D6
ICHvk2,ICHvk2/05,Bl,2,D6
ICHvk2,ICHvk2/05,Cw,2,D6
ICHvk2,ICHvk2/05,Ep,3,D6
ICHvk2,ICHvk2/05,Hw,3,D6
ICHvk2,ICHvk2/05,Pli,2,D6
ICHvk2,ICHvk2/05,Sxw,2,D6
ICHvk2,ICHvk2/06,Act,3,
ICHvk2,ICHvk2/06,Bl,3,
ICHvk2,ICHvk2/06,Cw,3,
ICHvk2,ICHvk2/06,Hw,2,
ICHvk2,ICHvk2/06,Pli,3,
ICHvk2,ICHvk2/06,Sxw,2,
ICHvk2,ICHvk2/07,Pli,3,
ICHvk2,ICHvk2/07,Sb,2,
ICHvk2,ICHvk2/07,Sxw,3,
ICHvk2,ICHvk2/Ro,X,1,
ICHwc,ICHwc/01,Act,3,C4
ICHwc,ICHwc/01,At,2,C4
