BGC,SS_NoSpace,SppVar,Feasible,Confirmed
BWBSlbE,BWBSlbE/d,Sw,1,
BWBSlbE,BWBSlbE/e,At,3,
BWBSlbE,BWBSlbE/e,Bb,2,
BWBSlbE,BWBSlbE/e,Ep,2,
BWBSlbE,BWBSlbE/e,Sw,1,
BWBSlbE,BWBSlbE/f,Acb,2,
BWBSlbE,BWBSlbE/f,At,3,
BWBSlbE,BWBSlbE/f,Bb,3,
BWBSlbE,BWBSlbE/f,Ep,3,
BWBSlbE,BWBSlbE/f,Sw,1,
BWBSlbE,BWBSlbE/g,Pj,2,
BWBSlbE,BWBSlbE/g,Sb,1,
BWBSlbE,BWBSlbE/h,Sb,1,
BWBSlbE,BWBSlbE/i,Sb,1,
BWBSlbE,BWBSlbE/j,Lt,1,
BWBSlbE,BWBSlbE/j,Sw,3,
BWBSlbE,BWBSlbE/Ro,X,1,
BWBSlbN,BWBSlbN/a,Pj,1,
BWBSlbN,BWBSlbN/a,Pli,2,
BWBSlbN,BWBSlbN/a,Sb,5,
BWBSlbN,BWBSlbN/b,At,1,
BWBSlbN,BWBSlbN/b,Ep,3,
BWBSlbN,BWBSlbN/b,Pj,2,
BWBSlbN,BWBSlbN/b,Sb,3,
BWBSlbN,BWBSlbN/b,Sw,2,
BWBSlbN,BWBSlbN/c,At,3,
BWBSlbN,BWBSlbN/c,Pj,1,
BWBSlbN,BWBSlbN/c,Sb,1,
BWBSlbN,BWBSlbN/d,Acb,3,
BWBSlbN,BWBSlbN/d,At,2,
BWBSlbN,BWBSlbN/d,Bb,3,
BWBSlbN,BWBSlbN/d,Ep,1,
BWBSlbN,BWBSlbN/d,Pj,3,
BWBSlbN,BWBSlbN/d,Pli,3,
BWBSlbN,BWBSlbN/d,Sb,2,
BWBSlbN,BWBSlbN/d,Sw,1,
BWBSlbN,BWBSlbN/e,At,3,
BWBSlbN,BWBSlbN/e,Bb,2,
BWBSlbN,BWBSlbN/e,Ep,2,
BWBSlbN,BWBSlbN/e,Sw,1,
BWBSlbN,BWBSlbN/f,Acb,2,
BWBSlbN,BWBSlbN/f,At,3,
BWBSlbN,BWBSlbN/f,Bb,3,
BWBSlbN,BWBSlbN/f,Ep,3,
BWBSlbN,BWBSlbN/f,Sw,1,
BWBSlbN,BWBSlbN/g,Pj,2,
BWBSlbN,BWBSlbN/g,Sb,1,
BWBSlbN,BWBSlbN/h,Sb,1,
BWBSlbN,BWBSlbN/i,Sb,1,
BWBSlbN,BWBSlbN/j,Lt,1,
BWBSlbN,BWBSlbN/j,Sw,3,
BWBSlbN,BWBSlbN/Ro,X,1,
BWBSlbW,BWBSlbW/a,Pj,1,
BWBSlbW,BWBSlbW/a,Pli,2,
BWBSlbW,BWBSlbW/a,Sb,5,
BWBSlbW,BWBSlbW/b,At,1,
BWBSlbW,BWBSlbW/b,Ep,3,
BWBSlbW,BWBSlbW/b,Pj,2,
BWBSlbW,BWBSlbW/b,Sb,3,
BWBSlbW,BWBSlbW/b,Sw,2,
BWBSlbW,BWBSlbW/c,At,3,
BWBSlbW,BWBSlbW/c,Pj,1,
BWBSlbW,BWBSlbW/c,Sb,1,
BWBSlbW,BWBSlbW/d,Acb,3,
BWBSlbW,BWBSlbW/d,At,2,
BWBSlbW,BWBSlbW/d,Bb,3,
BWBSlbW,BWBSlbW/d,Ep,1,
BWBSlbW,BWBSlbW/d,Pj,3,
BWBSlbW,BWBSlbW/d,Pli,3,
BWBSlbW,BWBSlbW/d,Sb,2,
BWBSlbW,BWBSlbW/d,Sw,1,
BWBSlbW,BWBSlbW/e,At,3,
BWBSlbW,BWBSlbW/e,Bb,2,
BWBSlbW,BWBSlbW/e,Ep,2,
BWBSlbW,BWBSlbW/e,Sw,1,
BWBSlbW,BWBSlbW/f,Acb,2,
BWBSlbW,BWBSlbW/f,At,3,
BWBSlbW,BWBSlbW/f,Bb,3,
BWBSlbW,BWBSlbW/f,Ep,3,
BWBSlbW,BWBSlbW/f,Sw,1,
BWBSlbW,BWBSlbW/g,Pj,2,
BWBSlbW,BWBSlbW/g,Sb,1,
BWBSlbW,BWBSlbW/h,Sb,1,
BWBSlbW,BWBSlbW/i,Sb,1,
BWBSlbW,BWBSlbW/j,Lt,1,
BWBSlbW,BWBSlbW/j,Sw,3,
BWBSlbW,BWBSlbW/Ro,X,1,
BWBSlf,BWBSlf/a,X,1,WHM
BWBSlf,BWBSlf/b,Pli,1,B2
BWBSlf,BWBSlf/b,Sb,3,B2
BWBSlf,BWBSlf/b,Sw,5,B2
BWBSlf,BWBSlf/c,Acb,3,
BWBSlf,BWBSlf/c,At,1,
BWBSlf,BWBSlf/c,Ep,3,
BWBSlf,BWBSlf/c,Pli,1,
BWBSlf,BWBSlf/c,Sb,3,
BWBSlf,BWBSlf/c,Sw,1,
BWBSlf,BWBSlf/d,Pli,1,
BWBSlf,BWBSlf/d,Sb,2,
BWBSlf,BWBSlf/e,Acb,2,C4
BWBSlf,BWBSlf/e,At,1,C4
BWBSlf,BWBSlf/e,Bb,5,C4
BWBSlf,BWBSlf/e,Bl,3,C4
BWBSlf,BWBSlf/e,Ep,3,C4
BWBSlf,BWBSlf/e,Pli,1,C4
BWBSlf,BWBSlf/e,Sb,5,C4
BWBSlf,BWBSlf/e,Sw,1,C4
BWBSlf,BWBSlf/f,Acb,2,
BWBSlf,BWBSlf/f,At,1,
BWBSlf,BWBSlf/f,Bb,5,
BWBSlf,BWBSlf/f,Bl,3,
BWBSlf,BWBSlf/f,Ep,2,
BWBSlf,BWBSlf/f,Pli,1,
BWBSlf,BWBSlf/f,Sb,3,
BWBSlf,BWBSlf/f,Sw,1,
BWBSlf,BWBSlf/g,X,1,WHM
BWBSlf,BWBSlf/h,Pli,1,
BWBSlf,BWBSlf/h,Sb,1,
BWBSlf,BWBSlf/h,Sw,3,
BWBSlf,BWBSlf/i,Acb,2,D6
BWBSlf,BWBSlf/i,At,1,D6
BWBSlf,BWBSlf/i,Bb,5,D6
BWBSlf,BWBSlf/i,Bl,3,D6
BWBSlf,BWBSlf/i,Ep,3,D6
BWBSlf,BWBSlf/i,Pli,2,D6
BWBSlf,BWBSlf/i,Sw,1,D6
BWBSlf,BWBSlf/j,Sb,1,
BWBSlf,BWBSlf/j,Sw,2,
BWBSlf,BWBSlf/k,Sb,2,
BWBSlf,BWBSlf/l,Lt,1,
BWBSlf,BWBSlf/l,Sb,1,
BWBSlf,BWBSlf/m,Lt,1,
BWBSlf,BWBSlf/m,Sb,2,
BWBSlf,BWBSlf/n,X,1,WHM
BWBSlf,BWBSlf/Ro,X,1,
BWBSmk,BWBSmk/101,Acb,3,C4
BWBSmk,BWBSmk/101,At,1,C4
BWBSmk,BWBSmk/101,Ep,2,C4
BWBSmk,BWBSmk/101,Pli,1,C4
BWBSmk,BWBSmk/101,Sb,3,C4
BWBSmk,BWBSmk/101,Sw,1,C4
BWBSmk,BWBSmk/102,At,3,B2
BWBSmk,BWBSmk/102,Pli,2,B2
BWBSmk,BWBSmk/102,Sb,5,B2
BWBSmk,BWBSmk/102,Sw,5,B2
BWBSmk,BWBSmk/103,At,2,
BWBSmk,BWBSmk/103,Ep,2,
BWBSmk,BWBSmk/103,Pli,1,
BWBSmk,BWBSmk/103,Sw,1,
BWBSmk,BWBSmk/104,At,3,
BWBSmk,BWBSmk/104,Lt,2,
BWBSmk,BWBSmk/104,Pli,2,
BWBSmk,BWBSmk/104,Sb,1,
BWBSmk,BWBSmk/104,Sw,3,
BWBSmk,BWBSmk/104a,At,3,
BWBSmk,BWBSmk/104a,Lt,2,
BWBSmk,BWBSmk/104a,Pli,2,
BWBSmk,BWBSmk/104a,Sb,1,
BWBSmk,BWBSmk/104a,Sw,3,
BWBSmk,BWBSmk/104b,At,3,
BWBSmk,BWBSmk/104b,Lt,2,
BWBSmk,BWBSmk/104b,Pli,2,
BWBSmk,BWBSmk/104b,Sb,1,
BWBSmk,BWBSmk/104b,Sw,3,
BWBSmk,BWBSmk/110,Acb,2,D6
BWBSmk,BWBSmk/110,At,3,D6
BWBSmk,BWBSmk/110,Ep,3,D6
BWBSmk,BWBSmk/110,Pli,3,D6
BWBSmk,BWBSmk/110,Sb,5,D6
BWBSmk,BWBSmk/110,Sw,1,D6
BWBSmk,BWBSmk/111,Acb,2,
BWBSmk,BWBSmk/111,At,3,
BWBSmk,BWBSmk/111,Ep,3,
BWBSmk,BWBSmk/111,Pli,2,
BWBSmk,BWBSmk/111,Sb,3,
BWBSmk,BWBSmk/111,Sw,1,
BWBSmk,BWBSmk/112,Acb,1,WHM
BWBSmk,BWBSmk/112,Sw,2,WHM
BWBSmk,BWBSmk/Gg,X,1,WHM
BWBSmk,BWBSmk/Ro,X,1,
BWBSmw,BWBSmw/101,Acb,3,C4
BWBSmw,BWBSmw/101,At,1,C4
BWBSmw,BWBSmw/101,Ep,3,C4
BWBSmw,BWBSmw/101,Pli,1,C4
BWBSmw,BWBSmw/101,Sb,3,C4
BWBSmw,BWBSmw/101,Sw,1,C4
BWBSmw,BWBSmw/102,At,3,B2
BWBSmw,BWBSmw/102,Pli,2,B2
BWBSmw,BWBSmw/102,Sw,5,B2
BWBSmw,BWBSmw/103,At,1,
BWBSmw,BWBSmw/103,Pli,1,
BWBSmw,BWBSmw/103,Sw,2,
BWBSmw,BWBSmw/104,At,3,
BWBSmw,BWBSmw/104,Pli,1,
BWBSmw,BWBSmw/104,Sb,2,
BWBSmw,BWBSmw/104,Sw,3,
BWBSmw,BWBSmw/110,Acb,2,
BWBSmw,BWBSmw/110,At,2,
BWBSmw,BWBSmw/110,Ep,3,
BWBSmw,BWBSmw/110,Pli,2,
BWBSmw,BWBSmw/110,Sb,5,
BWBSmw,BWBSmw/110,Sw,1,
BWBSmw,BWBSmw/111,Acb,2,D6
BWBSmw,BWBSmw/111,At,3,D6
BWBSmw,BWBSmw/111,Ep,3,D6
BWBSmw,BWBSmw/111,Pli,3,D6
BWBSmw,BWBSmw/111,Sw,1,D6
BWBSmw,BWBSmw/112,Acb,1,
BWBSmw,BWBSmw/112,Sw,2,WHM
BWBSmw,BWBSmw/Gg,X,1,WHM
BWBSmw,BWBSmw/Ro,X,1,
BWBSnm,BWBSnm/a,Pj,1,
BWBSnm,BWBSnm/b,At,1,B2
BWBSnm,BWBSnm/b,Ep,3,B2
BWBSnm,BWBSnm/b,Pj,2,B2
BWBSnm,BWBSnm/b,Sb,3,B2
BWBSnm,BWBSnm/b,Sw,3,B2
BWBSnm,BWBSnm/c,Pj,1,
BWBSnm,BWBSnm/c,Sb,2,
BWBSnm,BWBSnm/d,Acb,3,C4
BWBSnm,BWBSnm/d,At,1,C4
BWBSnm,BWBSnm/d,Bb,3,C4
BWBSnm,BWBSnm/d,Ep,3,C4
BWBSnm,BWBSnm/d,Sb,3,C4
BWBSnm,BWBSnm/d,Sw,1,C4
BWBSnm,BWBSnm/e,Acb,1,
BWBSnm,BWBSnm/e,At,1,
BWBSnm,BWBSnm/e,Bb,3,
BWBSnm,BWBSnm/e,Ep,3,
BWBSnm,BWBSnm/e,Sw,1,
BWBSnm,BWBSnm/f,Acb,2,D6
BWBSnm,BWBSnm/f,At,2,D6
BWBSnm,BWBSnm/f,Bb,3,D6
BWBSnm,BWBSnm/f,Ep,3,D6
BWBSnm,BWBSnm/f,Sw,1,D6
BWBSnm,BWBSnm/g,Pj,2,
BWBSnm,BWBSnm/g,Sb,1,
BWBSnm,BWBSnm/h,Ep,3,
BWBSnm,BWBSnm/h,Sb,1,
BWBSnm,BWBSnm/h,Sw,1,
BWBSnm,BWBSnm/i,Sb,1,
BWBSnm,BWBSnm/j,Lt,2,
BWBSnm,BWBSnm/j,Sb,1,
BWBSnm,BWBSnm/k,Lt,1,
BWBSnm,BWBSnm/k,Sb,3,
BWBSnm,BWBSnm/l,X,1,WHM
BWBSnm,BWBSnm/Ro,X,1,
BWBSpp,BWBSpp/a,Pj,1,B2
BWBSpp,BWBSpp/a,Pli,1,B2
BWBSpp,BWBSpp/b,At,3,
BWBSpp,BWBSpp/b,Ep,3,
BWBSpp,BWBSpp/b,Pj,2,
BWBSpp,BWBSpp/b,Pli,1,
BWBSpp,BWBSpp/b,Sb,3,
BWBSpp,BWBSpp/b,Sw,2,
BWBSpp,BWBSpp/c,Pj,1,
BWBSpp,BWBSpp/c,Pli,1,
BWBSpp,BWBSpp/c,Sb,2,
BWBSpp,BWBSpp/d,Acb,3,C4
BWBSpp,BWBSpp/d,At,1,C4
BWBSpp,BWBSpp/d,Bb,3,C4
BWBSpp,BWBSpp/d,Ep,3,C4
BWBSpp,BWBSpp/d,Pli,1,C4
BWBSpp,BWBSpp/d,Sb,3,C4
BWBSpp,BWBSpp/d,Sw,1,C4
BWBSpp,BWBSpp/e,Acb,1,
BWBSpp,BWBSpp/e,At,1,
BWBSpp,BWBSpp/e,Bb,3,
BWBSpp,BWBSpp/e,Ep,3,
BWBSpp,BWBSpp/e,Sw,1,
BWBSpp,BWBSpp/f,Acb,2,D6
BWBSpp,BWBSpp/f,At,2,D6
BWBSpp,BWBSpp/f,Bb,3,D6
BWBSpp,BWBSpp/f,Ep,2,D6
BWBSpp,BWBSpp/f,Sw,1,D6
BWBSpp,BWBSpp/g,Pj,2,
BWBSpp,BWBSpp/g,Pli,2,
BWBSpp,BWBSpp/g,Sb,1,
BWBSpp,BWBSpp/h,Ep,3,
BWBSpp,BWBSpp/h,Sb,1,
BWBSpp,BWBSpp/h,Sw,1,
BWBSpp,BWBSpp/i,Sb,1,
BWBSpp,BWBSpp/j,Lt,2,
BWBSpp,BWBSpp/j,Sb,1,
BWBSpp,BWBSpp/k,Lt,1,
BWBSpp,BWBSpp/k,Sb,3,
BWBSpp,BWBSpp/l,X,1,WHM
BWBSub,BWBSub/a,Pj,1,B2
BWBSub,BWBSub/b,At,1,
BWBSub,BWBSub/b,Ep,3,
BWBSub,BWBSub/b,Pj,2,
BWBSub,BWBSub/b,Sb,3,
BWBSub,BWBSub/b,Sw,2,
BWBSub,BWBSub/c,At,3,
BWBSub,BWBSub/c,Pj,1,
BWBSub,BWBSub/c,Sb,1,
BWBSub,BWBSub/d,Acb,3,C4
BWBSub,BWBSub/d,At,3,C4
BWBSub,BWBSub/d,Bb,3,C4
BWBSub,BWBSub/d,Ep,3,C4
BWBSub,BWBSub/d,Pj,3,C4
BWBSub,BWBSub/d,Sb,2,C4
BWBSub,BWBSub/d,Sw,1,C4
BWBSub,BWBSub/e,At,3,
BWBSub,BWBSub/e,Bb,2,
BWBSub,BWBSub/e,Ep,2,
BWBSub,BWBSub/e,Sw,1,
BWBSub,BWBSub/f,Acb,3,D6
BWBSub,BWBSub/f,Bb,3,D6
BWBSub,BWBSub/f,Sw,1,D6
BWBSub,BWBSub/g,Pj,2,
BWBSub,BWBSub/g,Sb,1,
BWBSub,BWBSub/h,Sb,1,
BWBSub,BWBSub/i,Sb,1,
BWBSub,BWBSub/j,Lt,1,
BWBSub,BWBSub/j,Sw,3,
BWBSub,BWBSub/Ro,X,1,
BWBSuf,BWBSuf/a,X,1,WHM
BWBSuf,BWBSuf/b,Pli,1,B2
BWBSuf,BWBSuf/b,Sb,3,B2
BWBSuf,BWBSuf/c,Acb,3,
BWBSuf,BWBSuf/c,At,1,
BWBSuf,BWBSuf/c,Pli,1,
BWBSuf,BWBSuf/c,Sb,3,
BWBSuf,BWBSuf/c,Sw,1,
BWBSuf,BWBSuf/d,Pli,1,
BWBSuf,BWBSuf/d,Sb,1,
BWBSuf,BWBSuf/e,At,2,C4
BWBSuf,BWBSuf/e,Bl,3,C4
BWBSuf,BWBSuf/e,Pli,1,C4
BWBSuf,BWBSuf/e,Sb,3,C4
BWBSuf,BWBSuf/e,Sw,1,C4
BWBSuf,BWBSuf/f,Acb,2,
BWBSuf,BWBSuf/f,At,2,
BWBSuf,BWBSuf/f,Bl,1,
BWBSuf,BWBSuf/f,Ep,3,
BWBSuf,BWBSuf/f,Pli,1,
BWBSuf,BWBSuf/f,Sb,3,
BWBSuf,BWBSuf/f,Sw,1,
BWBSuf,BWBSuf/g,X,1,WHM
BWBSuf,BWBSuf/h,Bl,3,
BWBSuf,BWBSuf/h,Pli,1,
BWBSuf,BWBSuf/h,Sb,1,
BWBSuf,BWBSuf/i,Bl,3,
BWBSuf,BWBSuf/i,Pli,2,
BWBSuf,BWBSuf/i,Sb,1,
BWBSuf,BWBSuf/i,Sw,1,
BWBSuf,BWBSuf/j,Acb,3,D6
BWBSuf,BWBSuf/j,Bl,3,D6
BWBSuf,BWBSuf/j,Pli,2,D6
BWBSuf,BWBSuf/j,Sb,3,D6
BWBSuf,BWBSuf/j,Sw,1,D6
BWBSuf,BWBSuf/k,Sb,1,
BWBSuf,BWBSuf/l,Lt,2,
BWBSuf,BWBSuf/l,Sb,1,
BWBSuf,BWBSuf/m,Lt,2,
BWBSuf,BWBSuf/m,Sb,1,
BWBSuf,BWBSuf/Ro,X,1,
BWBSvk,BWBSvk/d,At,3,B2
BWBSvk,BWBSvk/d,Bl,1,B2
BWBSvk,BWBSvk/d,Sw,1,B2
BWBSvk,BWBSvk/h,Acb,1,D6
BWBSvk,BWBSvk/h,Bl,1,D6
BWBSvk,BWBSvk/h,Sw,1,D6
BWBSvk,BWBSvk/m,Acb,1,C4
BWBSvk,BWBSvk/m,Bl,1,C4
BWBSvk,BWBSvk/m,Ep,2,C4
BWBSvk,BWBSvk/m,Sw,1,C4
BWBSwk1,BWBSwk1/101,At,2,C4
BWBSwk1,BWBSwk1/101,Bl,3,C4
BWBSwk1,BWBSwk1/101,Pli,1,C4
BWBSwk1,BWBSwk1/101,Sw,1,C4
BWBSwk1,BWBSwk1/102,Pli,2,B2
BWBSwk1,BWBSwk1/102,Sw,3,B2
BWBSwk1,BWBSwk1/103,At,3,
BWBSwk1,BWBSwk1/103,Pli,1,
BWBSwk1,BWBSwk1/103,Sw,2,
BWBSwk1,BWBSwk1/104,At,3,
BWBSwk1,BWBSwk1/104,Pli,2,
BWBSwk1,BWBSwk1/104,Sb,2,
BWBSwk1,BWBSwk1/104,Sw,3,
BWBSwk1,BWBSwk1/110,Acb,2,D6
BWBSwk1,BWBSwk1/110,Pli,2,D6
BWBSwk1,BWBSwk1/110,Sw,1,D6
BWBSwk1,BWBSwk1/111,Lt,2,
BWBSwk1,BWBSwk1/111,Pli,1,
BWBSwk1,BWBSwk1/111,Sb,1,
BWBSwk1,BWBSwk1/111,Sw,1,
BWBSwk1,BWBSwk1/Ro,X,1,
BWBSwk2,BWBSwk2/101,Acb,3,C4
BWBSwk2,BWBSwk2/101,At,2,C4
BWBSwk2,BWBSwk2/101,Bl,3,C4
BWBSwk2,BWBSwk2/101,Ep,3,C4
BWBSwk2,BWBSwk2/101,Pli,1,C4
BWBSwk2,BWBSwk2/101,Sw,1,C4
BWBSwk2,BWBSwk2/102,Pli,2,B2
BWBSwk2,BWBSwk2/102,Sw,3,B2
BWBSwk2,BWBSwk2/103,At,3,
BWBSwk2,BWBSwk2/103,Pli,1,
BWBSwk2,BWBSwk2/103,Sb,3,
BWBSwk2,BWBSwk2/103,Sw,3,
BWBSwk2,BWBSwk2/104,At,3,
BWBSwk2,BWBSwk2/104,Pli,2,
BWBSwk2,BWBSwk2/104,Sw,2,
BWBSwk2,BWBSwk2/110,Acb,3,
BWBSwk2,BWBSwk2/110,At,3,
BWBSwk2,BWBSwk2/110,Ep,3,
BWBSwk2,BWBSwk2/110,Pli,2,
BWBSwk2,BWBSwk2/110,Sw,1,
BWBSwk2,BWBSwk2/111,Acb,3,D6
BWBSwk2,BWBSwk2/111,Pli,2,D6
BWBSwk2,BWBSwk2/111,Sw,1,D6
BWBSwk2,BWBSwk2/Gg,X,1,WHM
BWBSwk2,BWBSwk2/Ro,X,1,
BWBSwk3,BWBSwk3/101,Acb,3,C4
BWBSwk3,BWBSwk3/101,At,3,C4
BWBSwk3,BWBSwk3/101,Bl,2,C4
BWBSwk3,BWBSwk3/101,Ep,3,C4
BWBSwk3,BWBSwk3/101,Pli,2,C4
BWBSwk3,BWBSwk3/101,Sb,3,C4
BWBSwk3,BWBSwk3/101,Sw,1,C4
BWBSwk3,BWBSwk3/102,At,3,B2
BWBSwk3,BWBSwk3/102,Bl,3,B2
BWBSwk3,BWBSwk3/102,Pli,3,B2
BWBSwk3,BWBSwk3/102,Sb,3,B2
BWBSwk3,BWBSwk3/102,Sw,2,B2
BWBSwk3,BWBSwk3/103,At,3,
BWBSwk3,BWBSwk3/103,Bl,3,
BWBSwk3,BWBSwk3/103,Pli,3,
BWBSwk3,BWBSwk3/103,Sb,2,
BWBSwk3,BWBSwk3/103,Sw,2,
BWBSwk3,BWBSwk3/110,Acb,3,D6
BWBSwk3,BWBSwk3/110,Bl,2,D6
BWBSwk3,BWBSwk3/110,Lt,2,D6
BWBSwk3,BWBSwk3/110,Pli,3,D6
BWBSwk3,BWBSwk3/110,Sb,2,D6
BWBSwk3,BWBSwk3/110,Sw,1,D6
BWBSwk3,BWBSwk3/111,Acb,3,
BWBSwk3,BWBSwk3/111,Lt,2,
BWBSwk3,BWBSwk3/111,Pli,2,
BWBSwk3,BWBSwk3/111,Sb,2,
BWBSwk3,BWBSwk3/Ro,X,1,
CCHun_CA,CCHun_CA/101,Ol,1,C4
CCHun_CA,CCHun_CA/101,Qb,1,C4
CCHun_CA,CCHun_CA/101,Qc,1,C4
CCHun_CA,CCHun_CA/101,Qd,1,C4
CCHun_CA,CCHun_CA/101,Qx,1,C4
CCHun_CA,CCHun_CA/101,Qz,1,C4
CCHun_CA,CCHun_CA/110,On,1,
CCHun_CA,CCHun_CA/110,Pc,1,
CCHun_CA,CCHun_CA/110,Qc,1,
CCHun_CA,CCHun_CA/110,Qd,1,
CCHun_CA,CCHun_CA/111,On,1,D6
CCHun_CA,CCHun_CA/111,Pc,1,D6
CCHun_CA,CCHun_CA/111,Qd,1,D6
CCHun_CA,CCHun_CA/Gs,X,1,B2
CCHun_CA,CCHun_CA/Ro,X,1,
CDFmm,CDFmm/01,Bg,3,Coast
CDFmm,CDFmm/01,Bg,3,Coast
CDFmm,CDFmm/01,Cw,3,Coast
CDFmm,CDFmm/01,Cw,3,Coast
CDFmm,CDFmm/01,Dr,3,Coast
CDFmm,CDFmm/01,Dr,3,Coast
CDFmm,CDFmm/01,Fdc,1,C4
CDFmm,CDFmm/01,Mb,2,Coast
CDFmm,CDFmm/01,Mb,2,Coast
CDFmm,CDFmm/01,Plc,3,C4
CDFmm,CDFmm/01,Qg,3,Coast
CDFmm,CDFmm/01,Qg,3,Coast
CDFmm,CDFmm/01,Ra,2,Coast
CDFmm,CDFmm/01,Ra,2,Coast
CDFmm,CDFmm/02,Fdc,2,Coast
CDFmm,CDFmm/02,Plc,2,Coast
CDFmm,CDFmm/02,Qg,3,Coast
CDFmm,CDFmm/02,Ra,2,Coast
CDFmm,CDFmm/03,Fdc,1,Coast
CDFmm,CDFmm/03,Plc,2,Coast
CDFmm,CDFmm/03,Qg,2,Coast
CDFmm,CDFmm/03,Ra,2,Coast
CDFmm,CDFmm/04,Act,4,Coast
CDFmm,CDFmm/04,Bg,2,Coast
CDFmm,CDFmm/04,Cw,2,Coast
CDFmm,CDFmm/04,Dr,3,Coast
CDFmm,CDFmm/04,Fdc,1,Coast
CDFmm,CDFmm/04,Mb,2,Coast
CDFmm,CDFmm/04,Qg,3,Coast
CDFmm,CDFmm/05,Act,4,Coast
CDFmm,CDFmm/05,Cw,2,Coast
CDFmm,CDFmm/05,Dr,3,Coast
CDFmm,CDFmm/05,Fdc,1,Coast
CDFmm,CDFmm/05,Hw,3,Coast
CDFmm,CDFmm/05,Mb,3,Coast
CDFmm,CDFmm/05,Qg,3,Coast
CDFmm,CDFmm/05,Ra,3,Coast
CDFmm,CDFmm/06,Act,2,Coast
CDFmm,CDFmm/06,Bg,1,Coast
CDFmm,CDFmm/06,Cw,1,Coast
CDFmm,CDFmm/06,Dr,2,Coast
CDFmm,CDFmm/06,Fdc,1,D6
CDFmm,CDFmm/06,Hw,3,Coast
CDFmm,CDFmm/06,Mb,2,Coast
CWHmm,CDFmm/06,Pw,3,Coast
CDFmm,CDFmm/06,Qg,3,Coast
CDFmm,CDFmm/06,Ra,5,Coast
CDFmm,CDFmm/07,Act,1,Coast
CDFmm,CDFmm/07,Bg,1,Coast
CDFmm,CDFmm/07,Cw,1,Coast
CDFmm,CDFmm/07,Dr,1,Coast
CDFmm,CDFmm/07,Fdc,1,Coast
CDFmm,CDFmm/07,Hw,3,Coast
CDFmm,CDFmm/07,Mb,2,Coast
CDFmm,CDFmm/07,Qg,3,Coast
CDFmm,CDFmm/07,Ra,5,Coast
CDFmm,CDFmm/08,Act,1,Coast
CDFmm,CDFmm/08,Bg,1,Coast
CDFmm,CDFmm/08,Cw,1,Coast
CDFmm,CDFmm/08,Dr,1,Coast
CDFmm,CDFmm/08,Hw,3,Coast
CDFmm,CDFmm/08,Mb,2,Coast
CDFmm,CDFmm/08,Qg,3,Coast
CDFmm,CDFmm/08,Ra,5,Coast
CDFmm,CDFmm/09,Act,1,Coast
CDFmm,CDFmm/09,Dr,1,Coast
CDFmm,CDFmm/09,Mb,3,Coast
CDFmm,CDFmm/10,Cw,3,Coast
CDFmm,CDFmm/10,Hw,3,Coast
CDFmm,CDFmm/10,Plc,1,Coast
CDFmm,CDFmm/11,Act,3,Coast
CDFmm,CDFmm/11,Cw,1,Coast
CDFmm,CDFmm/11,Dr,1,Coast
CDFmm,CDFmm/11,Hw,3,Coast
CDFmm,CDFmm/11,Mb,2,Coast
CDFmm,CDFmm/12,Act,2,Coast
CDFmm,CDFmm/12,Bg,1,Coast
CDFmm,CDFmm/12,Cw,1,Coast
CDFmm,CDFmm/12,Dr,3,Coast
CDFmm,CDFmm/12,Fdc,2,Coast
CDFmm,CDFmm/12,Hw,3,Coast
CDFmm,CDFmm/12,Mb,2,Coast
CDFmm,CDFmm/13,Act,1,Coast
CDFmm,CDFmm/13,Bg,1,Coast
CDFmm,CDFmm/13,Cw,1,Coast
CDFmm,CDFmm/13,Dr,2,Coast
CDFmm,CDFmm/13,Fdc,3,Coast
CDFmm,CDFmm/13,Hw,3,Coast
CDFmm,CDFmm/13,Mb,2,Coast
CDFmm,CDFmm/14,Act,1,Coast
CDFmm,CDFmm/14,Bg,2,Coast
CDFmm,CDFmm/14,Cw,1,Coast
CDFmm,CDFmm/14,Dr,1,Coast
CDFmm,CDFmm/14,Hw,3,Coast
CDFmm,CDFmm/14,Mb,5,Coast
CDFmm_OR,CDFmm_OR/101,Bg,3,C4
CDFmm_OR,CDFmm_OR/101,Dr,3,C4
CDFmm_OR,CDFmm_OR/101,Fdc,1,C4
CDFmm_OR,CDFmm_OR/101,Gp,5,C4
CDFmm_OR,CDFmm_OR/101,Mb,2,C4
CDFmm_OR,CDFmm_OR/101,Oa,3,C4
CDFmm_OR,CDFmm_OR/101,Oy,5,C4
CDFmm_OR,CDFmm_OR/101,Pyc,3,C4
CDFmm_OR,CDFmm_OR/101,Ra,3,C4
CDFmm_OR,CDFmm_OR/102,Bg,5,
CDFmm_OR,CDFmm_OR/102,Fdc,2,
CDFmm_OR,CDFmm_OR/102,Gp,5,
CDFmm_OR,CDFmm_OR/102,Mb,5,
CDFmm_OR,CDFmm_OR/102,Qg,1,
CDFmm_OR,CDFmm_OR/102,Ra,2,
CDFmm_OR,CDFmm_OR/103,Bg,3,B2
CDFmm_OR,CDFmm_OR/103,Fdc,1,B2
CDFmm_OR,CDFmm_OR/103,Mb,3,B2
CDFmm_OR,CDFmm_OR/103,Pyc,3,B2
CDFmm_OR,CDFmm_OR/103,Qb,2,B2
CDFmm_OR,CDFmm_OR/103,Qg,1,B2
CDFmm_OR,CDFmm_OR/103,Ra,2,B2
