"index","GCM","SSP","RUN","PERIOD","BAFAun","BAFAunp","CMAun","CMAunp","CWHws2","ESSFdcw","ESSFdkp","ESSFdkw","ESSFdv2","ESSFdvp","ESSFdvw","ESSFmc","ESSFmcp","ESSFmcw","ESSFmk","ESSFmkp","ESSFmkw","ESSFmm1","ESSFmmp","ESSFmmw","ESSFmv1","ESSFmv3","ESSFmvp","ESSFmw","ESSFunp","ESSFwc2","ESSFwcw","ESSFwmp","ESSFwv","ESSFwvp","ESSFwvw","ESSFxc3","ESSFxcp","ESSFxv1","ESSFxv2","ESSFxvp","ICHdw3","ICHmc1","ICHmc2","ICHmk2","IDFdk1","IDFxm","IMAun","IMAunp","MHmm2","MHmmp","SBSdk","SBSmc2","SBSwk1","SBSwk3","CWHds2","ESSFdc1","ESSFdc2","ESSFmwp","ESSFxcw","ICHmk3","ICHmw3","IDFdk2","IDFdk3","IDFdk4","MSdm2","MSxk2","MSxk3","SBSdw2","SBSmm","CMAun_WA","CWHms1","ESSFdh2","ESSFdk2","ESSFmh","ESSFmm3","ESSFmw1","ESSFmw2","ESSFwc3","ESSFwc4","ESSFwcp","ESSFwh1","ESSFwk1","ESSFwk2","ESSFwm2","ESSFxc2","ICHmk1","ICHmm","ICHmw1","ICHmw2","ICHmw5","ICHwk1","ICHxm1","IDFdc","IDFdk5","IDFdw","IDFmw2","IDFww","IDFxc","IDFxh2","MSdc1","MSdc3","MSdm1","SBSdh1","SBSdw3","SBSmh","SBSmk1","SBSmw","SBSwk2","ESSFdh1","ESSFmww","ESSFwh2","ESSFwmw","ICHdw4","ICHmk5","MSdk","MSdw","MSxk1","MSxv","ESSFabN","ESSFmm2","IMAab","SBSdh2","ESSFdv1","IDFxw","ICHwk3","ICHwk4","SBSdw1","ESSFwm1","ICHvc","SBSmc1","ICHwk2","ESSFdk1","ESSFwh3","ESSFwm_MT","ESSFwm3","ESSFwm4","ESSFxc1","ICHmk4","ESSFmv2","ICHvk1","ICHwc","CWHds1","ESSFvcp","ICHvk2","IDFxh1","SBSvk","ICHdm","ICHmw4","IDFdm2","BWBSwk1","ESSFvc","MHmm1","ESSFxh_WA","ESSFvh_ID","ICHdw1","ICHxw_WA","IMAun_MT","MHmm_WA","MSdm_WA","CWHms_WA","CWHvm_WA","ESSFmw_WA","ICHdw_ID","ICHxw","ICHxwa","MHms_WA","CWHws1","CWHvm2","CWHwm","ESSFvcw","IDFdm1","IDFww1","GOun_CO","CWHds_WA","IDFdh","IDFdh_UT","IDFxk","IDFxx1","PPxh1","CWHdm","CWHvm1","MSdh_UT"
47,"GFDL-ESM4","ssp245","r2i1p1f1","2021_2040",399,16,685,2392,22998,47,NA,NA,NA,4,8,158,54,142,NA,403,134,1,5,NA,NA,NA,NA,NA,NA,3074,27,11,8367,780,707,NA,NA,NA,NA,NA,699,10634,18609,23656,3277,413,111,26,9208,3131,4902,316,36,NA,8,90,151,1,NA,NA,355,2465,NA,NA,5546,NA,NA,NA,NA,NA,81,2,NA,9,NA,NA,4,NA,26,7,7,147,10,NA,NA,1231,NA,20,10,NA,492,NA,585,NA,NA,12,NA,NA,336,NA,NA,4,2,NA,NA,NA,NA,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"GFDL-ESM4","ssp245","r3i1p1f1","2021_2040",285,77,640,2299,19383,79,NA,2,1,13,37,28,172,131,4,419,37,10,28,NA,NA,NA,NA,NA,NA,2992,67,7,6152,687,496,NA,NA,NA,NA,NA,761,5786,8992,34180,821,NA,89,58,11052,2547,NA,74,126,NA,387,710,395,13,1,NA,1368,6356,NA,NA,8361,NA,NA,NA,NA,6,624,177,NA,1140,NA,5,138,63,25,17,19,315,5,2,NA,1614,NA,NA,286,105,507,513,799,NA,NA,985,NA,NA,1397,66,NA,2128,NA,NA,NA,NA,NA,144,NA,2,NA,3,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"GISS-E2-1-G","ssp245","ensembleMean","2021_2040",307,NA,987,1169,35253,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,208,24,15,5,NA,NA,NA,NA,NA,NA,3368,72,2,7292,765,424,NA,NA,NA,NA,NA,553,11014,21549,15636,74,1,31,NA,10624,3993,73,NA,NA,NA,730,NA,NA,NA,NA,NA,5727,2910,NA,NA,518,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,1,20,3,32,NA,NA,NA,311,121,130,NA,4,1031,NA,327,NA,NA,1100,NA,NA,291,NA,NA,311,158,NA,NA,NA,NA,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,24,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,126,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"GISS-E2-1-G","ssp245","r1i1p3f1","2021_2040",205,NA,449,2687,29279,13,NA,NA,NA,NA,NA,3,15,7,NA,155,1,2,NA,NA,NA,NA,NA,NA,NA,2788,66,4,6101,638,275,NA,NA,NA,NA,NA,853,6282,14467,25178,265,NA,28,13,10949,2243,NA,3,NA,NA,114,49,78,2,NA,NA,5486,1684,NA,NA,6345,NA,NA,NA,NA,NA,336,1,NA,140,NA,NA,NA,NA,6,15,5,91,NA,NA,NA,585,209,35,NA,109,1663,52,1064,NA,NA,2354,NA,7,793,2,NA,3131,25,NA,NA,NA,NA,9,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,98,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"GISS-E2-1-G","ssp245","r2i1p3f1","2021_2040",312,NA,1399,616,32333,1,NA,NA,NA,NA,NA,NA,1,1,NA,152,27,185,55,NA,NA,NA,NA,NA,NA,4963,86,6,7598,714,539,NA,NA,NA,NA,NA,329,14705,26132,12041,30,237,75,NA,9969,4697,330,NA,NA,NA,310,NA,NA,NA,NA,NA,3225,2354,4,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,1,NA,NA,NA,368,346,161,NA,NA,1000,NA,2,NA,NA,680,NA,NA,115,NA,NA,11,491,NA,118,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,105,17,NA,NA,51,NA,2,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,436,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"GISS-E2-1-G","ssp245","r3i1p3f1","2021_2040",445,1,1825,479,28534,NA,NA,NA,NA,NA,NA,NA,3,NA,4,396,167,73,12,NA,NA,NA,NA,NA,NA,4462,86,2,8723,959,692,NA,NA,NA,NA,NA,493,24308,19334,13096,NA,336,83,NA,10551,4994,579,17,NA,NA,342,NA,NA,NA,NA,NA,1062,1162,200,NA,314,NA,NA,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,28,11,186,14,NA,NA,1,311,154,NA,NA,578,NA,234,NA,NA,532,NA,NA,NA,NA,NA,8,266,NA,260,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,309,NA,NA,105,167,10,NA,34,NA,36,NA,NA,NA,NA,NA,NA,NA,26,NA,69,NA,NA,NA,NA,1,NA,NA,NA,174,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"MIROC6","ssp245","ensembleMean","2021_2040",306,313,716,1277,18432,216,NA,NA,2,13,19,27,46,58,35,675,83,5,5,NA,NA,NA,NA,4,NA,2685,98,11,3958,547,420,NA,2,NA,NA,1,130,1535,7003,27694,864,NA,80,47,12075,2703,NA,29,1786,NA,2422,1258,678,5,14,NA,2400,6526,NA,NA,8683,NA,NA,NA,NA,298,538,142,NA,1944,NA,1,55,57,17,78,3,1344,NA,6,1,4855,NA,NA,298,1509,749,687,524,NA,NA,1518,9,NA,1102,90,NA,1768,87,NA,8,3065,NA,33,NA,NA,NA,12,769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"MIROC6","ssp245","r1i1p1f1","2021_2040",591,544,893,490,18518,308,NA,NA,NA,9,1,484,85,244,132,1369,823,5,31,NA,NA,NA,NA,7,NA,5594,209,59,4637,576,638,NA,2,NA,NA,NA,472,4199,7536,29765,3806,110,132,3,11691,2780,493,2107,1305,NA,1215,162,510,NA,NA,NA,1034,2455,NA,NA,6468,NA,NA,NA,NA,127,245,21,NA,140,NA,NA,2,23,13,97,4,129,43,9,NA,1959,1,78,57,120,1056,113,1548,637,NA,763,2,5,1043,73,NA,168,846,559,1,4516,NA,485,NA,NA,NA,10,151,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"MIROC6","ssp245","r2i1p1f1","2021_2040",180,318,286,1040,17558,53,NA,NA,20,25,114,38,48,34,10,136,28,NA,1,NA,NA,NA,NA,30,NA,606,27,1,2959,382,239,NA,NA,NA,NA,1,44,1038,3668,17618,794,NA,59,88,12803,1388,NA,NA,1455,NA,6481,1308,291,11,NA,NA,1894,6250,NA,NA,5652,NA,NA,NA,NA,1365,929,459,NA,3171,NA,NA,102,2,15,12,64,1519,NA,NA,NA,12262,NA,NA,440,4425,388,4357,345,NA,NA,4665,50,NA,1354,24,NA,3907,40,NA,NA,1193,NA,NA,1,3,1,NA,1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,40,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"MIROC6","ssp245","r3i1p1f1","2021_2040",220,57,779,2341,18998,428,NA,NA,1,5,6,2,26,13,12,363,30,1,11,NA,NA,NA,NA,NA,NA,2285,207,59,3341,603,345,NA,6,NA,NA,NA,65,1104,7521,23133,468,NA,172,40,10964,3107,NA,4,1972,NA,689,2307,402,3,4,NA,2349,9768,NA,NA,8114,NA,NA,NA,NA,14,414,55,NA,3107,NA,NA,35,488,117,230,108,2928,NA,37,8,5870,NA,NA,516,2845,1028,341,102,NA,NA,343,NA,NA,802,32,NA,1996,19,NA,1,2992,NA,55,NA,NA,5,15,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,10,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"MPI-ESM1-2-HR","ssp245","ensembleMean","2021_2040",756,577,583,646,12255,559,7,16,36,39,33,2771,286,1052,349,1814,1526,NA,16,NA,NA,43,11,15,NA,2686,201,91,3667,502,710,1,2,2,14,15,233,1200,2254,23709,8845,826,244,60,10679,1825,3607,7042,904,26,337,640,4326,21,1,NA,364,2159,NA,NA,10082,NA,NA,NA,NA,70,430,204,11,430,1,4,30,20,25,39,30,88,42,8,3,2112,NA,45,226,109,626,337,1805,639,NA,113,29,15,944,80,12,172,70,3617,NA,3768,NA,643,NA,NA,1,4,94,NA,7,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2021_2040",1117,581,632,278,11399,437,21,26,36,29,7,5113,491,1586,1377,2476,2291,NA,37,3,NA,124,16,21,1,2519,196,165,3211,397,739,NA,NA,4,15,33,64,315,1791,11016,5584,831,305,24,10160,1571,6639,20891,928,143,242,327,3394,3,NA,NA,176,1059,NA,10,5655,NA,NA,NA,1,93,225,62,32,121,52,7,NA,11,21,65,42,80,89,16,33,997,3,1077,117,44,1086,4,580,2408,128,11,82,12,58,28,4,61,226,4512,28,7264,NA,1106,NA,NA,4,1,NA,204,55,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2021_2040",432,523,552,1384,12727,460,1,6,20,43,104,927,220,596,85,995,595,NA,5,NA,NA,6,8,5,NA,2556,157,42,4018,499,573,5,2,NA,9,7,210,1218,4098,31768,8328,281,166,110,10579,1679,508,1853,1057,NA,257,1327,3809,64,1,NA,371,4880,NA,NA,12005,NA,NA,NA,NA,42,649,411,2,823,NA,9,169,29,25,33,15,190,2,3,NA,2335,NA,NA,345,166,346,608,1877,91,NA,116,16,84,1994,44,16,583,8,2098,NA,1787,NA,192,NA,3,NA,NA,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"MRI-ESM2-0","ssp245","ensembleMean","2021_2040",80,529,263,432,3670,1400,1,NA,NA,NA,NA,NA,3,NA,10,515,165,NA,NA,2,NA,NA,NA,NA,NA,416,507,184,245,161,42,NA,NA,NA,NA,NA,NA,158,14637,2822,2767,NA,181,53,8683,1468,NA,1,2264,NA,294,4473,423,16,NA,NA,27,7049,NA,NA,10172,NA,NA,NA,NA,1022,749,50,NA,5103,NA,44,291,398,1607,245,719,1620,18,710,6,9748,NA,2,3514,13274,3231,2650,199,1629,NA,NA,55,NA,993,NA,NA,114,87,8,1608,4905,NA,NA,1,2,493,192,911,NA,NA,802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1747,NA,NA,12,39,72,121,7,2766,NA,738,NA,15,NA,NA,NA,2,6,355,410,NA,2,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"MRI-ESM2-0","ssp245","r1i1p1f1","2021_2040",80,529,263,432,3670,1400,1,NA,NA,NA,NA,NA,3,NA,10,515,165,NA,NA,2,NA,NA,NA,NA,NA,416,507,184,245,161,42,NA,NA,NA,NA,NA,NA,158,14637,2822,2767,NA,181,53,8683,1468,NA,1,2264,NA,294,4473,423,16,NA,NA,27,7049,NA,NA,10172,NA,NA,NA,NA,1022,749,50,NA,5103,NA,44,291,398,1607,245,719,1620,18,710,6,9748,NA,2,3514,13274,3231,2650,199,1629,NA,NA,55,NA,993,NA,NA,114,87,8,1608,4905,NA,NA,1,2,493,192,911,NA,NA,802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1747,NA,NA,12,39,72,121,7,2766,NA,738,NA,15,NA,NA,NA,2,6,355,410,NA,2,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"ensembleMean","ssp245","ensembleMean","2021_2040",202,132,677,1051,16299,269,NA,NA,1,6,9,19,62,34,31,663,174,5,42,NA,NA,NA,NA,NA,NA,3988,188,16,3744,450,458,NA,NA,NA,NA,1,456,1787,9508,29945,1087,NA,140,22,10241,2678,NA,78,1514,NA,800,1332,639,9,1,NA,2888,8171,NA,NA,8014,NA,NA,NA,NA,9,412,69,NA,1725,NA,4,35,96,114,152,98,1441,NA,19,NA,4332,1,1,959,774,1764,400,551,NA,NA,835,NA,NA,1608,3,NA,898,19,NA,NA,2456,NA,181,1,1,5,12,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"ACCESS-ESM1-5","ssp245","ensembleMean","2041_2060",1,79,32,294,2315,57,NA,NA,3,NA,NA,NA,NA,NA,NA,38,28,NA,NA,NA,NA,NA,NA,NA,NA,138,138,7,159,17,19,NA,NA,NA,NA,NA,12,22,1244,218,NA,NA,3,12,4726,178,NA,NA,624,NA,112,1017,1,2,NA,NA,1415,3274,NA,NA,2255,NA,NA,NA,NA,1007,6648,3,NA,2997,NA,242,93,155,832,138,2116,705,NA,NA,NA,6344,NA,NA,13313,29260,3606,15468,NA,NA,NA,1847,729,121,792,NA,NA,1,NA,NA,NA,56,NA,NA,62,26,120,19,10385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,NA,NA,NA,NA,36,NA,208,145,7,5,NA,NA,NA,1,NA,206,NA,319,4812,168,1,28,NA,NA,NA,NA,NA,18,4340,905,5,218,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2041_2060",NA,80,1,115,2,66,NA,NA,1,NA,NA,NA,NA,NA,1,38,31,NA,NA,NA,NA,NA,NA,NA,NA,1,182,13,63,1,4,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,28,2087,11,NA,NA,342,NA,NA,982,1,20,NA,NA,336,1287,NA,NA,1315,NA,NA,NA,NA,2074,8665,3,NA,3589,NA,1483,76,34,867,60,1872,307,NA,NA,NA,5468,NA,NA,10829,27352,2595,789,332,NA,NA,45,3217,270,55,NA,NA,3,NA,NA,NA,38,NA,NA,239,185,NA,4,7242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,154,513,2,2,NA,NA,NA,NA,NA,269,NA,NA,12783,72,39,92,NA,NA,NA,NA,11,292,8104,17331,24,1363,1006,153,109,46,1,7,51,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2041_2060",NA,151,28,226,3877,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,155,21,46,10,6,NA,NA,NA,NA,1,NA,3,136,2,NA,NA,NA,9,4065,148,NA,NA,432,NA,102,905,NA,NA,NA,NA,706,494,NA,NA,749,NA,NA,NA,NA,1308,6300,147,NA,2135,NA,224,96,56,724,95,1543,495,NA,3,15,2310,NA,NA,24132,21473,1538,14620,NA,NA,NA,182,400,NA,225,NA,NA,5,NA,NA,NA,NA,NA,NA,72,13,156,8,16974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,44,441,5,NA,NA,NA,NA,NA,NA,447,NA,22,6337,171,NA,116,NA,NA,NA,NA,NA,199,7734,3693,6,417,125,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2041_2060",1,14,NA,437,264,31,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,115,4,289,13,NA,NA,NA,NA,NA,NA,1,3,348,1,NA,NA,3,34,3435,18,NA,NA,119,NA,NA,719,NA,2,NA,NA,1021,1994,NA,NA,1501,NA,NA,NA,NA,2119,9283,63,NA,3961,NA,738,290,129,922,124,1932,624,NA,NA,NA,4185,NA,NA,12851,37529,1715,5465,NA,NA,NA,137,913,4,5,NA,NA,1,NA,NA,NA,NA,NA,NA,133,143,1,1,6689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,NA,NA,NA,5,NA,232,189,3,NA,NA,NA,NA,2,NA,311,NA,95,7232,259,12,156,NA,NA,NA,NA,NA,69,6474,9733,1,1334,686,NA,61,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"CNRM-ESM2-1","ssp245","ensembleMean","2041_2060",144,5,596,673,17285,12,NA,NA,NA,NA,NA,NA,16,NA,42,195,115,82,44,NA,NA,NA,NA,NA,NA,3599,208,8,2408,457,174,NA,NA,NA,NA,NA,173,3663,21384,12620,16,NA,63,1,9258,2855,NA,NA,1088,NA,1107,591,5,NA,NA,NA,6338,6409,NA,NA,1802,NA,NA,NA,NA,1,106,1,NA,1695,NA,NA,NA,201,135,133,301,2431,NA,46,NA,3453,NA,NA,3139,7626,5107,637,NA,NA,NA,1682,NA,NA,1057,NA,NA,1868,207,NA,421,1752,NA,NA,NA,NA,33,22,1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,201,NA,NA,4,NA,12,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,31,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"CNRM-ESM2-1","ssp245","r1i1p1f2","2041_2060",221,7,714,621,17899,80,NA,NA,NA,1,NA,5,27,47,36,390,229,62,84,NA,NA,NA,NA,NA,NA,6357,257,22,3952,436,351,NA,NA,NA,NA,NA,1405,4666,14351,28141,150,NA,135,1,9949,3142,1,21,1384,NA,1053,367,62,NA,NA,NA,3993,4191,NA,NA,2928,NA,NA,NA,NA,1,26,NA,NA,403,NA,NA,NA,41,107,132,204,260,5,46,NA,1436,29,107,965,1254,5654,91,NA,112,NA,1438,NA,NA,1128,NA,NA,344,1296,NA,39,3787,NA,178,NA,NA,28,9,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,50,NA,NA,45,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,6,2,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"CNRM-ESM2-1","ssp245","r2i1p1f2","2041_2060",229,241,786,12,7140,629,1,9,NA,NA,NA,149,74,100,310,1029,1069,30,73,5,NA,1,NA,58,NA,4946,342,210,1548,220,370,NA,NA,NA,NA,NA,120,1119,2892,9880,27,NA,248,NA,9836,2337,14,153,7297,NA,2603,917,63,NA,NA,NA,787,1869,NA,NA,1202,NA,NA,591,NA,96,8,1,NA,897,NA,NA,NA,83,361,184,835,1420,238,399,NA,289,35,625,1532,1059,6739,NA,NA,9592,NA,3,NA,NA,1,NA,NA,10,2822,9345,1104,24481,NA,429,NA,NA,367,171,362,6,854,352,NA,NA,3,NA,NA,NA,NA,NA,NA,20,78,791,10,NA,NA,6,NA,1,NA,16,NA,NA,NA,172,NA,NA,6,23,NA,145,34,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"CNRM-ESM2-1","ssp245","r3i1p1f2","2041_2060",159,1,558,1064,21004,10,NA,NA,NA,NA,NA,NA,14,NA,14,132,20,61,20,NA,NA,NA,NA,NA,NA,2457,117,1,3834,577,169,NA,NA,NA,NA,NA,69,8809,29821,10009,1,NA,51,10,9130,2809,NA,NA,NA,NA,790,287,6,NA,NA,NA,3470,6770,NA,NA,2242,NA,NA,NA,2,NA,72,6,NA,635,NA,NA,4,83,51,61,87,2060,NA,26,NA,3117,11,NA,2009,2941,2992,1024,28,NA,NA,1238,NA,NA,1209,NA,NA,3662,55,NA,96,NA,NA,1,NA,NA,4,13,1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,240,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
