"BGC","SS_NoSpace","Spp","ESuit"
"CWHdm_OR","CWHdm_OR/101","Mb",2
"CWHdm_OR","CWHdm_OR/101","Oa",2
"CWHdm_OR","CWHdm_OR/101","Oy",3
"CWHdm_OR","CWHdm_OR/102","Bg",5
"CWHdm_OR","CWHdm_OR/102","Dr",5
"CWHdm_OR","CWHdm_OR/102","Fd",1
"CWHdm_OR","CWHdm_OR/102","Hw",3
"CWHdm_OR","CWHdm_OR/102","Oy",3
"CWHdm_OR","CWHdm_OR/102","Qg",5
"CWHdm_OR","CWHdm_OR/102","Ra",3
"CWHdm_OR","CWHdm_OR/103","Dr",3
"CWHdm_OR","CWHdm_OR/103","Fd",1
"CWHdm_OR","CWHdm_OR/103","Hw",2
"CWHdm_OR","CWHdm_OR/103","Oy",3
"CWHdm_OR","CWHdm_OR/103","Ra",3
"CWHdm_OR","CWHdm_OR/110","Bg",3
"CWHdm_OR","CWHdm_OR/110","Cw",1
"CWHdm_OR","CWHdm_OR/110","Dr",2
"CWHdm_OR","CWHdm_OR/110","Fd",2
"CWHdm_OR","CWHdm_OR/110","Hw",1
"CWHdm_OR","CWHdm_OR/110","Mb",2
"CWHdm_OR","CWHdm_OR/110","Oa",2
"CWHdm_OR","CWHdm_OR/111","Bg",3
"CWHdm_OR","CWHdm_OR/111","Cw",1
"CWHdm_OR","CWHdm_OR/111","Dr",2
"CWHdm_OR","CWHdm_OR/111","Fd",2
"CWHdm_OR","CWHdm_OR/111","Hw",1
"CWHdm_OR","CWHdm_OR/111","Mb",2
"CWHdm_OR","CWHdm_OR/111","Ss",5
"CWHdm_OR","CWHdm_OR/112","Bg",3
"CWHdm_OR","CWHdm_OR/112","Cw",1
"CWHdm_OR","CWHdm_OR/112","Dr",2
"CWHdm_OR","CWHdm_OR/112","Fd",1
"CWHdm_OR","CWHdm_OR/112","Hw",2
"CWHdm_OR","CWHdm_OR/112","Mb",2
"CWHdm_OR","CWHdm_OR/112","Oa",3
"CWHdm_OR","CWHdm_OR/113","Act",2
"CWHdm_OR","CWHdm_OR/113","Bg",2
"CWHdm_OR","CWHdm_OR/113","Cw",1
"CWHdm_OR","CWHdm_OR/113","Dr",2
"CWHdm_OR","CWHdm_OR/113","Fd",2
"CWHdm_OR","CWHdm_OR/113","Hw",2
"CWHdm_OR","CWHdm_OR/113","Mb",2
"CWHdm_OR","CWHdm_OR/113","Ss",3
"CWHdm_WA","CWHdm_WA/101","Bg",5
"CWHdm_WA","CWHdm_WA/101","Cw",2
"CWHdm_WA","CWHdm_WA/101","Dr",2
"CWHdm_WA","CWHdm_WA/101","Fd",1
"CWHdm_WA","CWHdm_WA/101","Hw",1
"CWHdm_WA","CWHdm_WA/101","Mb",2
"CWHdm_WA","CWHdm_WA/102","Bg",5
"CWHdm_WA","CWHdm_WA/102","Cw",5
"CWHdm_WA","CWHdm_WA/102","Dr",5
"CWHdm_WA","CWHdm_WA/102","Fd",1
"CWHdm_WA","CWHdm_WA/102","Hw",3
"CWHdm_WA","CWHdm_WA/102","Pl",3
"CWHdm_WA","CWHdm_WA/102","Ra",3
"CWHdm_WA","CWHdm_WA/103","Cw",3
"CWHdm_WA","CWHdm_WA/103","Dr",3
"CWHdm_WA","CWHdm_WA/103","Fd",1
"CWHdm_WA","CWHdm_WA/103","Hw",2
"CWHdm_WA","CWHdm_WA/110","Cw",1
"CWHdm_WA","CWHdm_WA/110","Dr",2
"CWHdm_WA","CWHdm_WA/110","Fd",2
"CWHdm_WA","CWHdm_WA/110","Hw",1
"CWHdm_WA","CWHdm_WA/110","Mb",2
"CWHdm_WA","CWHdm_WA/111","Act",5
"CWHdm_WA","CWHdm_WA/111","Cw",1
"CWHdm_WA","CWHdm_WA/111","Dr",2
"CWHdm_WA","CWHdm_WA/111","Fd",2
"CWHdm_WA","CWHdm_WA/111","Hw",1
"CWHdm_WA","CWHdm_WA/111","Mb",2
"CWHdm_WA","CWHdm_WA/111","Ss",5
"CWHdm_WA","CWHdm_WA/112","Act",2
"CWHdm_WA","CWHdm_WA/112","Bg",3
"CWHdm_WA","CWHdm_WA/112","Cw",1
"CWHdm_WA","CWHdm_WA/112","Dr",2
"CWHdm_WA","CWHdm_WA/112","Fd",1
"CWHdm_WA","CWHdm_WA/112","Hw",3
"CWHdm_WA","CWHdm_WA/112","Mb",2
"CWHdm_WA","CWHdm_WA/113","Act",2
"CWHdm_WA","CWHdm_WA/113","Bg",2
"CWHdm_WA","CWHdm_WA/113","Cw",1
"CWHdm_WA","CWHdm_WA/113","Dr",2
"CWHdm_WA","CWHdm_WA/113","Fd",2
"CWHdm_WA","CWHdm_WA/113","Hw",3
"CWHdm_WA","CWHdm_WA/113","Mb",2
"CWHdm_WA","CWHdm_WA/113","Ss",2
"CWHds_WA","CWHds_WA/101","Ba",3
"CWHds_WA","CWHds_WA/101","Bg",2
"CWHds_WA","CWHds_WA/101","Bp",5
"CWHds_WA","CWHds_WA/101","Cw",2
"CWHds_WA","CWHds_WA/101","Ep",3
"CWHds_WA","CWHds_WA/101","Fd",1
"CWHds_WA","CWHds_WA/101","Hw",2
"CWHds_WA","CWHds_WA/101","Mb",3
"CWHds_WA","CWHds_WA/101","Pw",2
"CWHds_WA","CWHds_WA/102","Bg",5
"CWHds_WA","CWHds_WA/102","Cw",5
"CWHds_WA","CWHds_WA/102","Fd",2
"CWHds_WA","CWHds_WA/102","Hw",5
"CWHds_WA","CWHds_WA/102","Pl",2
"CWHds_WA","CWHds_WA/102","Pw",5
"CWHds_WA","CWHds_WA/102","Py",3
"CWHds_WA","CWHds_WA/103","Bg",2
"CWHds_WA","CWHds_WA/103","Cw",3
"CWHds_WA","CWHds_WA/103","Ep",3
"CWHds_WA","CWHds_WA/103","Fd",1
"CWHds_WA","CWHds_WA/103","Hw",3
"CWHds_WA","CWHds_WA/103","Pl",2
"CWHds_WA","CWHds_WA/103","Py",3
"CWHds_WA","CWHds_WA/110","Act",5
"CWHds_WA","CWHds_WA/110","Ba",5
"CWHds_WA","CWHds_WA/110","Bg",5
"CWHds_WA","CWHds_WA/110","Bp",5
"CWHds_WA","CWHds_WA/110","Cw",2
"CWHds_WA","CWHds_WA/110","Dr",5
"CWHds_WA","CWHds_WA/110","Ep",3
"CWHds_WA","CWHds_WA/110","Fd",2
"CWHds_WA","CWHds_WA/110","Hw",1
"CWHds_WA","CWHds_WA/110","Pw",2
"CWHds_WA","CWHds_WA/110","Yc",5
"CWHds_WA","CWHds_WA/111","Cw",2
"CWHds_WA","CWHds_WA/111","Dr",3
"CWHds_WA","CWHds_WA/111","Fd",2
"CWHds_WA","CWHds_WA/111","Hw",1
"CWHds_WA","CWHds_WA/111","Sx",3
"CWHds_WA","CWHds_WA/112","Act",2
"CWHds_WA","CWHds_WA/112","Ba",3
"CWHds_WA","CWHds_WA/112","Bg",1
"CWHds_WA","CWHds_WA/112","Cw",1
"CWHds_WA","CWHds_WA/112","Fd",2
"CWHds_WA","CWHds_WA/112","Hw",3
"CWHds_WA","CWHds_WA/112","Pw",2
"CWHds_WA","CWHds_WA/113","Act",2
"CWHds_WA","CWHds_WA/113","Bg",1
"CWHds_WA","CWHds_WA/113","Cw",1
"CWHds_WA","CWHds_WA/113","Dr",3
"CWHds_WA","CWHds_WA/113","Fd",3
"CWHds_WA","CWHds_WA/113","Hw",3
"CWHds_WA","CWHds_WA/113","Sx",2
"CWHds1","CWHds1/01","Act",3
"CWHds1","CWHds1/01","Bg",3
"CWHds1","CWHds1/01","Cw",2
"CWHds1","CWHds1/01","Dr",3
"CWHds1","CWHds1/01","Ep",3
"CWHds1","CWHds1/01","Fd",1
"CWHds1","CWHds1/01","Hw",2
"CWHds1","CWHds1/01","Mb",2
"CWHds1","CWHds1/01","Pl",2
"CWHds1","CWHds1/01","Pw",3
"CWHds1","CWHds1/01","Py",4
"CWHds1","CWHds1/02","Fd",2
"CWHds1","CWHds1/02","Pl",2
"CWHds1","CWHds1/03","Act",5
"CWHds1","CWHds1/03","Cw",3
"CWHds1","CWHds1/03","Dr",5
"CWHds1","CWHds1/03","Ep",3
"CWHds1","CWHds1/03","Fd",1
"CWHds1","CWHds1/03","Hw",3
"CWHds1","CWHds1/03","Mb",3
"CWHds1","CWHds1/03","Pl",2
"CWHds1","CWHds1/03","Pw",3
"CWHds1","CWHds1/03","Py",4
"CWHds1","CWHds1/04","Act",5
"CWHds1","CWHds1/04","Cw",3
"CWHds1","CWHds1/04","Dr",5
"CWHds1","CWHds1/04","Ep",3
"CWHds1","CWHds1/04","Fd",1
"CWHds1","CWHds1/04","Mb",1
"CWHds1","CWHds1/04","Pl",3
"CWHds1","CWHds1/04","Pw",2
"CWHds1","CWHds1/04","Py",4
"CWHds1","CWHds1/05","Act",3
"CWHds1","CWHds1/05","Bg",3
"CWHds1","CWHds1/05","Bp",4
"CWHds1","CWHds1/05","Cw",2
"CWHds1","CWHds1/05","Dr",2
"CWHds1","CWHds1/05","Ep",3
"CWHds1","CWHds1/05","Fd",1
"CWHds1","CWHds1/05","Hw",2
"CWHds1","CWHds1/05","Mb",1
"CWHds1","CWHds1/05","Pl",3
"CWHds1","CWHds1/05","Pw",2
"CWHds1","CWHds1/05","Py",4
