"Region","ZoneSubzone","SiteSeries","SiteSeriesName","Standard","StockingTarget","StockingMINpa","StockingMINp","StockingDelay","AssessmentEarliest","AssessmentLatest","Flag"
"Vancouver","CWHmm2","01","HwBa - Pipecleaner moss","84060",900,500,400,6,11,14,0
"Vancouver","CWHmm2","02","FdHw - Salal","84061",800,400,400,6,11,14,0
"Vancouver","CWHmm2","03","HwCw - Salal","84062",800,400,400,3,8,11,0
"Vancouver","CWHmm2","04","CwHw - Sword fern","84063",900,500,400,3,8,11,0
"Vancouver","CWHmm2","05","BaCw - Foamflower","84064",900,500,400,3,8,11,0
"Vancouver","CWHmm2","06","HwBa - Deer fern","84065",900,500,400,6,11,14,0
"Vancouver","CWHmm2","07","CwYc - Goldthread","84066",800,400,400,3,8,11,0
"Vancouver","CWHmm2","08","BaCw - Salmonberry","84067",900,500,400,3,8,11,0
"Vancouver","CWHmm2","09","Pl - Sphagnum","84068",400,200,200,3,8,11,0
"Vancouver","CWHmm2","10","CwYc - Skunk cabbage","84069",800,400,400,3,8,11,0
"Vancouver","CWHms1","01","HwBa - Step moss","84070",900,500,400,3,8,11,1
"Vancouver","CWHms1","02","FdPl - Kinnikinnick","84071",400,200,200,3,8,11,0
"Vancouver","CWHms1","03","FdHw - Falsebox","84072",800,400,400,3,8,11,1
"Vancouver","CWHms1","04","BaCw - Oak fern","84073",900,500,400,3,8,11,0
"Vancouver","CWHms1","05","HwBa - Queen's cup","84074",900,500,400,6,11,14,0
"Vancouver","CWHms1","06","BaCw - Devil's club","84075",900,500,400,3,8,11,0
"Vancouver","CWHms1","07","Ss - Salmonberry","84076",900,500,400,3,8,11,0
"Vancouver","CWHms1","08","Act - Red-osier dogwood","84077",900,500,400,3,8,11,0
"Vancouver","CWHms1","09","Act - Willow","999",,,,,,,1
"Vancouver","CWHms1","10","Pl - Sphagnum","84078",400,200,200,3,8,11,0
"Vancouver","CWHms1","11","CwSs - Skunk cabbage","84079",800,400,400,3,8,11,0
"Vancouver","CWHms2","01","HwBa - Step moss","84080",900,500,400,3,8,11,0
"Vancouver","CWHms2","02","FdPl - Kinnikinnick","84081",400,200,200,3,8,11,0
"Vancouver","CWHms2","03","FdHw - Falsebox","84082",800,400,400,3,8,11,0
"Vancouver","CWHms2","04","BaCw - Oak fern","84083",900,500,400,3,8,11,0
"Vancouver","CWHms2","05","HwBa - Queen's cup","84084",900,500,400,6,11,14,0
"Vancouver","CWHms2","06","BaCw - Devil's club","84085",900,500,400,3,8,11,0
"Vancouver","CWHms2","07","Ss - Salmonberry","84086",900,500,400,3,8,11,0
"Vancouver","CWHms2","08","Act - Red-osier dogwood","84087",900,500,400,3,8,11,0
"Vancouver","CWHms2","09","Act - Willow","999",,,,,,,1
"Vancouver","CWHms2","10","Pl - Sphagnum","84088",400,200,200,3,8,11,0
"Vancouver","CWHms2","11","CwSs - Skunk cabbage","84089",800,400,400,3,8,11,0
"Vancouver","CWHvh1","01","CwHw - Salal","84090",900,500,400,6,11,14,0
"Vancouver","CWHvh1","02","PlYc - Rhacomitrium","84091",400,200,200,3,8,11,0
"Vancouver","CWHvh1","03","CwYc - Salal","84092",800,400,400,6,11,14,0
"Vancouver","CWHvh1","04","HwSs - Lanky moss","84093",900,500,400,6,11,14,0
"Vancouver","CWHvh1","05","CwSs - Sword fern","84094",900,500,400,3,8,11,0
"Vancouver","CWHvh1","06","CwSs - Foamflower","84095",900,500,400,3,8,11,0
"Vancouver","CWHvh1","07","CwSs - Devil's club","84096",900,500,400,3,8,11,0
"Vancouver","CWHvh1","08","Ss - Lily-of-the-valley","84097",900,500,400,3,8,11,0
"Vancouver","CWHvh1","09","Ss - Trisetum","84098",900,500,400,3,8,11,0
"Vancouver","CWHvh1","10","Dr - Lily-of-the-valley","999",,,,,,,1
"Vancouver","CWHvh1","11","CwYc - Goldthread","84099",800,400,400,3,8,11,0
"Vancouver","CWHvh1","12","PlYc - Sphagnum","84100",400,200,200,3,8,11,0
"Vancouver","CWHvh1","13","CwSs - Skunk cabbage","84101",800,400,400,3,8,11,0
"Vancouver","CWHvh1","14","Ss - Salal","84102",400,200,200,3,8,11,0
"Vancouver","CWHvh1","15","Ss - Kindbergia","84103",900,500,400,3,8,11,0
"Vancouver","CWHvh1","16","Ss - Reedgrass","84104",400,200,200,3,8,11,0
"Vancouver","CWHvh1","17","Ss - Sword fern","84105",900,500,400,3,8,11,0
"Vancouver","CWHvh1","18","Ss - Slough sedge","84106",400,200,200,3,8,11,0
"Vancouver","CWHvh1","19","Ss - Pacific crab apple","84107",400,200,200,3,8,11,0
"Vancouver","CWHvh2","01","CwHw - Salal","84108",900,500,400,6,11,14,0
"Vancouver","CWHvh2","02","PlYc - Rhacomitrium","84109",400,200,200,3,8,11,0
"Vancouver","CWHvh2","03","CwYc - Salal","84110",800,400,400,6,11,14,0
"Vancouver","CWHvh2","04","HwSs - Lanky moss","84111",900,500,400,6,11,14,0
"Vancouver","CWHvh2","05","CwSs - Sword fern","84112",900,500,400,3,8,11,0
"Vancouver","CWHvh2","06","CwSs - Foamflower","84113",900,500,400,3,8,11,0
"Vancouver","CWHvh2","07","CwSs - Devil's club","84114",900,500,400,3,8,11,0
"Vancouver","CWHvh2","08","Ss - Lily-of-the-valley","84115",900,500,400,3,8,11,0
"Vancouver","CWHvh2","09","Ss - Trisetum","84116",900,500,400,3,8,11,0
"Vancouver","CWHvh2","10","Dr - Lily-of-the-valley","999",,,,,,,1
"Vancouver","CWHvh2","11","CwYc - Goldthread","84117",800,400,400,3,8,11,0
"Vancouver","CWHvh2","12","PlYc - Sphagnum","84118",400,200,200,3,8,11,0
"Vancouver","CWHvh2","13","CwSs - Skunk cabbage","84119",800,400,400,3,8,11,0
"Vancouver","CWHvh2","14","Ss - Salal","84120",400,200,200,3,8,11,0
"Vancouver","CWHvh2","15","Ss - Kindbergia","84121",900,500,400,3,8,11,0
"Vancouver","CWHvh2","16","Ss - Reedgrass","84122",400,200,200,3,8,11,0
"Vancouver","CWHvh2","17","Ss - Sword fern","84123",900,500,400,3,8,11,0
"Vancouver","CWHvh2","18","Ss - Slough sedge","84124",400,200,200,3,8,11,0
"Vancouver","CWHvm1","01","HwBa - Blueberry","84125",900,500,400,6,11,14,0
"Vancouver","CWHvm1","02","HwPl - Cladina","84126",400,200,200,3,8,11,0
"Vancouver","CWHvm1","03","HwCw - Salal","84127",800,400,400,6,11,14,0
"Vancouver","CWHvm1","04","CwHw - Sword fern","84128",900,500,400,3,8,11,0
"Vancouver","CWHvm1","05","BaCw - Foamflower","84129",900,500,400,3,8,11,0
"Vancouver","CWHvm1","06","HwBa - Deer fern","84130",900,500,400,6,11,14,0
"Vancouver","CWHvm1","07","BaCw - Salmonberry","84131",900,500,400,3,8,11,0
"Vancouver","CWHvm1","08","BaSs - Devil's club","84132",900,500,400,3,8,11,0
"Vancouver","CWHvm1","09","Ss - Salmonberry","84133",900,500,400,3,8,11,0
"Vancouver","CWHvm1","10","Act - Red-osier dogwood","84134",900,500,400,3,8,11,0
"Vancouver","CWHvm1","11","Act - Willow","999",,,,,,,1
"Vancouver","CWHvm1","12","CwYc - Goldthread","84135",800,400,400,3,8,11,0
"Vancouver","CWHvm1","13","Pl - Sphagnum","84136",400,200,200,3,8,11,0
"Vancouver","CWHvm1","14","CwSs - Skunk cabbage","84137",800,400,400,3,8,11,0
"Vancouver","CWHvm2","01","HwBa - Blueberry","84138",900,500,400,6,11,14,0
"Vancouver","CWHvm2","01","HwBa - Blueberry","84138CC",,,,,,,0
"Vancouver","CWHvm2","02","HwPl - Cladina","84139",400,200,200,3,8,11,0
"Vancouver","CWHvm2","03","HwCw - Salal","84140",800,400,400,6,11,14,0
"Vancouver","CWHvm2","04","CwHw - Sword fern","84141",900,500,400,6,11,14,0
"Vancouver","CWHvm2","05","BaCw - Foamflower","84142",900,500,400,3,8,11,0
"Vancouver","CWHvm2","06","HwBa - Deer fern","84143",900,500,400,6,11,14,0
"Vancouver","CWHvm2","07","BaCw - Salmonberry","84144",900,500,400,3,8,11,0
"Vancouver","CWHvm2","08","BaSs - Devil's club","84145",900,500,400,3,8,11,0
"Vancouver","CWHvm2","09","CwYc - Goldthread","84146",800,400,400,3,8,11,0
"Vancouver","CWHvm2","10","Pl - Sphagnum","84147",400,200,200,3,8,11,0
"Vancouver","CWHvm2","11","CwYc - Skunk cabbage","84148",800,400,400,3,8,11,0
"Vancouver","CWHws2","01","HwBa - Bramble","84172",900,500,400,6,11,14,0
"Vancouver","CWHws2","02","Pl - Kinnikinnick","84173",600,400,400,6,11,14,0
"Vancouver","CWHws2","03","HwPl - Feathermoss","84174",800,400,400,6,11,14,0
"Vancouver","CWHws2","04","BaCw - Oak fern","84175",900,500,400,3,8,11,0
"Vancouver","CWHws2","05","HwBa - Queen's cup","84176",900,500,400,6,11,14,0
"Vancouver","CWHws2","06","BaCw - Devil's club","84177",900,500,400,3,8,11,0
"Vancouver","CWHws2","07","Ss - Salmonberry","84178",900,500,400,3,8,11,0
"Vancouver","CWHws2","08","Act - Red-osier dogwood","84179",900,500,400,3,8,11,0
"Vancouver","CWHws2","09","Act - Willow","999",,,,,,,1
"Vancouver","CWHws2","10","Pl - Sphagnum","84180",400,200,200,3,8,11,0
"Vancouver","CWHws2","11","CwSs - Skunk cabbage","84181",800,400,400,3,8,11,0
"Vancouver","ESSFmw","01","BlBa - Rhododendron","84196",1200,700,600,4,12,20,0
"Vancouver","ESSFmw","02","BlPl - Juniper - Rhacomitrium","84197",1000,500,400,7,15,20,0
"Vancouver","ESSFmw","03","Fd - Falsebox - Pinegrass","84198",1000,500,400,7,15,20,0
"Vancouver","ESSFmw","04","Bl - Huckleberry - Falsebox","84199",1200,700,600,7,15,20,0
"Vancouver","ESSFmw","05","BlBa - Azalea - Pipecleaner moss","84200",1200,700,600,4,12,20,0
"Vancouver","ESSFmw","06","Bl - Gooseberry - Valerian","84201",1200,700,600,4,12,20,0
"Vancouver","ESSFmw","07","BlBa - Oak fern - Lady fern","84202",1000,500,400,4,12,20,0
"Vancouver","ESSFmw","08","Bl - Gooseberry - Horsetail","84203",1000,500,400,4,12,20,0
"Vancouver","IDFww","01","FdCw - Hazelnut","84204",600,400,400,4,9,15,0
"Vancouver","IDFww","02","FdPl - Peltigera","84205",400,200,200,3,8,15,0
"Vancouver","IDFww","03","Fd - Falsebox - Feathermoss","84206",600,400,400,3,8,15,0
"Vancouver","IDFww","04","Fd - Douglas maple - Fairybells","84207",600,400,400,4,9,15,0
"Vancouver","IDFww","05","CwFd - Vine maple","84208",1000,500,400,4,9,15,0
"Vancouver","IDFww","06","Cw - Devil's club - Lady fern","84209",1000,500,400,4,9,15,0
"Vancouver","IDFww","07","CwSx - Skunk cabbage","84210",1000,500,400,4,9,15,0
"Vancouver","MHmm1","01","HmBa - Blueberry","84211",900,500,400,7,15,20,0
"Vancouver","MHmm1","01","HmBa - Blueberry","84211CC",,,,,,,0
"Vancouver","MHmm1","02","HmBa - Mountain-heather","84212",800,400,400,4,12,20,0
"Vancouver","MHmm1","03","BaHm - Oak fern","84213",900,500,400,4,12,20,0
"Vancouver","MHmm1","04","HmBa - Bramble","84214",900,500,400,7,15,20,0
"Vancouver","MHmm1","05","BaHm - Twistedstalk","84215",900,500,400,4,12,20,0
"Vancouver","MHmm1","06","HmYc - Deer-cabbage","84216",800,400,400,7,15,20,0
"Vancouver","MHmm1","07","YcHm - Hellebore","84217",900,500,400,4,12,20,0
"Vancouver","MHmm1","08","HmYc - Sphagnum","84218",400,200,200,4,12,20,0
"Vancouver","MHmm1","09","YcHm - Skunk cabbage","84219",800,400,400,4,12,20,0
"Vancouver","MHmm2","01","HmBa - Blueberry","84220",900,500,400,7,15,20,0
"Vancouver","MHmm2","01","HmBa - Blueberry","84220CC",,,,,,,0
"Vancouver","MHmm2","02","HmBa - Mountain-heather","84221",440,400,400,4,12,20,0
"Vancouver","MHmm2","03","BaHm - Oak fern","84222",900,500,400,4,12,20,0
"Vancouver","MHmm2","04","HmBa - Bramble","84223",900,500,400,7,15,20,0
"Vancouver","MHmm2","05","BaHm - Twistedstalk","84224",900,500,400,4,12,20,0
"Vancouver","MHmm2","06","HmYc - Deer-cabbage","84225",800,400,400,7,15,20,0
"Vancouver","MHmm2","07","YcHm - Hellebore","84226",900,500,400,4,12,20,0
"Vancouver","MHmm2","08","HmYc - Sphagnum","84227",400,200,200,4,12,20,0
"Vancouver","MHmm2","09","YcHm - Skunk cabbage","84228",800,400,400,4,12,20,0
